sdscid,tenure,female,year,yearsq,select,articles,prestige,presthi,male,m_year,m_yearsq,m_select,m_articles,m_prestige,m_presthi,f_year,f_yearsq,f_select,f_articles,f_prestige,f_presthi,pdasample
2359,0,0,1,1,5,8,1.7,0,1,1,1,5,8,1.7,0,0,0,0,0,0,0,1
2359,0,0,2,4,5,8,1.7,0,1,2,4,5,8,1.7,0,0,0,0,0,0,0,1
2359,0,0,3,9,5,10,1.7,0,1,3,9,5,10,1.7,0,0,0,0,0,0,0,1
2359,0,0,4,16,5,10,1.7,0,1,4,16,5,10,1.7,0,0,0,0,0,0,0,1
2359,0,0,5,25,5,10,1.7,0,1,5,25,5,10,1.7,0,0,0,0,0,0,0,1
2359,1,0,6,36,5,11,1.7,0,1,6,36,5,11,1.7,0,0,0,0,0,0,0,1
2361,0,0,1,1,5,2,2.4000001,0,1,1,1,5,2,2.4000001,0,0,0,0,0,0,0,1
2361,0,0,2,4,5,3,2.4000001,0,1,2,4,5,3,2.4000001,0,0,0,0,0,0,0,1
2361,0,0,3,9,5,3,2.4000001,0,1,3,9,5,3,2.4000001,0,0,0,0,0,0,0,1
2361,0,0,4,16,5,3,2.4000001,0,1,4,16,5,3,2.4000001,0,0,0,0,0,0,0,1
2361,0,0,5,25,5,3,2.4000001,0,1,5,25,5,3,2.4000001,0,0,0,0,0,0,0,1
2361,0,0,6,36,5,9,2.4000001,0,1,6,36,5,9,2.4000001,0,0,0,0,0,0,0,1
2361,1,0,7,49,5,10,2.4000001,0,1,7,49,5,10,2.4000001,0,0,0,0,0,0,0,1
2362,0,0,1,1,3,0,1.4,0,1,1,1,3,0,1.4,0,0,0,0,0,0,0,1
2362,0,0,2,4,3,1,1.4,0,1,2,4,3,1,1.4,0,0,0,0,0,0,0,1
2362,0,0,3,9,3,1,1.4,0,1,3,9,3,1,1.4,0,0,0,0,0,0,0,1
2362,0,0,4,16,3,1,1.4,0,1,4,16,3,1,1.4,0,0,0,0,0,0,0,1
2362,0,0,5,25,3,1,1.4,0,1,5,25,3,1,1.4,0,0,0,0,0,0,0,1
2362,0,0,6,36,3,1,1.4,0,1,6,36,3,1,1.4,0,0,0,0,0,0,0,1
2365,0,0,1,1,4.9499998,0,1.1,0,1,1,1,4.9499998,0,1.1,0,0,0,0,0,0,0,1
2365,0,0,2,4,4.9499998,0,1.1,0,1,2,4,4.9499998,0,1.1,0,0,0,0,0,0,0,1
2365,0,0,3,9,4.9499998,0,1.1,0,1,3,9,4.9499998,0,1.1,0,0,0,0,0,0,0,1
2365,1,0,4,16,4.9499998,0,1,0,1,4,16,4.9499998,0,1,0,0,0,0,0,0,0,1
2368,0,0,1,1,4,0,1.4400001,0,1,1,1,4,0,1.4400001,0,0,0,0,0,0,0,1
2368,0,0,2,4,4,1,1.4400001,0,1,2,4,4,1,1.4400001,0,0,0,0,0,0,0,1
2368,0,0,3,9,4,1,1.4400001,0,1,3,9,4,1,1.4400001,0,0,0,0,0,0,0,1
2368,0,0,4,16,4,3,1.4400001,0,1,4,16,4,3,1.4400001,0,0,0,0,0,0,0,1
2368,0,0,5,25,4,7,1.4400001,0,1,5,25,4,7,1.4400001,0,0,0,0,0,0,0,1
2368,1,0,6,36,4,7,1,0,1,6,36,4,7,1,0,0,0,0,0,0,0,1
2373,0,0,1,1,5,8,2.5599999,0,1,1,1,5,8,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,2,4,5,9,2.5599999,0,1,2,4,5,9,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,3,9,5,9,2.5599999,0,1,3,9,5,9,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,4,16,5,9,2.5599999,0,1,4,16,5,9,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,5,25,5,10,2.5599999,0,1,5,25,5,10,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,6,36,5,10,2.5599999,0,1,6,36,5,10,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,7,49,5,10,2.5599999,0,1,7,49,5,10,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,8,64,5,10,2.5599999,0,1,8,64,5,10,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,9,81,5,10,2.5599999,0,1,9,81,5,10,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,10,100,5,10,2.5599999,0,1,10,100,5,10,2.5599999,0,0,0,0,0,0,0,1
2373,0,0,11,121,5,10,2.5599999,0,1,11,121,5,10,2.5599999,0,0,0,0,0,0,0,0
2373,0,0,12,144,5,11,2.5599999,0,1,12,144,5,11,2.5599999,0,0,0,0,0,0,0,0
2377,0,0,1,1,7,3,2.3,0,1,1,1,7,3,2.3,0,0,0,0,0,0,0,1
2377,0,0,2,4,7,3,2.3,0,1,2,4,7,3,2.3,0,0,0,0,0,0,0,1
2377,0,0,3,9,7,4,2.3,0,1,3,9,7,4,2.3,0,0,0,0,0,0,0,1
2377,1,0,4,16,7,6,2.3,0,1,4,16,7,6,2.3,0,0,0,0,0,0,0,1
2380,0,0,1,1,4,8,1.84,0,1,1,1,4,8,1.84,0,0,0,0,0,0,0,1
2380,0,0,2,4,4,11,1.84,0,1,2,4,4,11,1.84,0,0,0,0,0,0,0,1
2380,0,0,3,9,4,13,1.84,0,1,3,9,4,13,1.84,0,0,0,0,0,0,0,1
2380,0,0,4,16,4,13,1.84,0,1,4,16,4,13,1.84,0,0,0,0,0,0,0,1
2380,0,0,5,25,4,13,1.84,0,1,5,25,4,13,1.84,0,0,0,0,0,0,0,1
2380,0,0,6,36,4,14,1.84,0,1,6,36,4,14,1.84,0,0,0,0,0,0,0,1
2380,1,0,7,49,4,16,1.84,0,1,7,49,4,16,1.84,0,0,0,0,0,0,0,1
2383,0,0,1,1,3,6,2.1099999,0,1,1,1,3,6,2.1099999,0,0,0,0,0,0,0,1
2383,0,0,2,4,3,9,2.1099999,0,1,2,4,3,9,2.1099999,0,0,0,0,0,0,0,1
2383,0,0,3,9,3,9,2.1099999,0,1,3,9,3,9,2.1099999,0,0,0,0,0,0,0,1
2383,0,0,4,16,3,9,2.1099999,0,1,4,16,3,9,2.1099999,0,0,0,0,0,0,0,1
2383,0,0,5,25,3,11,2.1099999,0,1,5,25,3,11,2.1099999,0,0,0,0,0,0,0,1
2383,0,0,6,36,3,13,2.1099999,0,1,6,36,3,13,2.1099999,0,0,0,0,0,0,0,1
2383,0,0,7,49,3,14,2.1099999,0,1,7,49,3,14,2.1099999,0,0,0,0,0,0,0,1
2383,0,0,8,64,3,17,2.1099999,0,1,8,64,3,17,2.1099999,0,0,0,0,0,0,0,1
2383,1,0,9,81,3,21,2.1099999,0,1,9,81,3,21,2.1099999,0,0,0,0,0,0,0,1
2387,0,0,1,1,5,7,1.48,0,1,1,1,5,7,1.48,0,0,0,0,0,0,0,1
2387,0,0,2,4,5,9,1.48,0,1,2,4,5,9,1.48,0,0,0,0,0,0,0,1
2387,0,0,3,9,5,10,1.48,0,1,3,9,5,10,1.48,0,0,0,0,0,0,0,1
2387,0,0,4,16,5,11,1.48,0,1,4,16,5,11,1.48,0,0,0,0,0,0,0,1
2387,0,0,5,25,5,12,1.48,0,1,5,25,5,12,1.48,0,0,0,0,0,0,0,1
2387,1,0,6,36,5,15,1.48,0,1,6,36,5,15,1.48,0,0,0,0,0,0,0,1
2388,0,0,1,1,4,1,2.0899999,0,1,1,1,4,1,2.0899999,0,0,0,0,0,0,0,1
2388,0,0,2,4,4,2,2.0899999,0,1,2,4,4,2,2.0899999,0,0,0,0,0,0,0,1
2388,0,0,3,9,4,4,1.99,0,1,3,9,4,4,1.99,0,0,0,0,0,0,0,1
2388,0,0,4,16,4,4,1.99,0,1,4,16,4,4,1.99,0,0,0,0,0,0,0,1
2388,1,0,5,25,4,4,1.99,0,1,5,25,4,4,1.99,0,0,0,0,0,0,0,1
2391,0,0,1,1,4,3,2.8800001,0,1,1,1,4,3,2.8800001,0,0,0,0,0,0,0,1
2391,0,0,2,4,4,3,2.8800001,0,1,2,4,4,3,2.8800001,0,0,0,0,0,0,0,1
2391,0,0,3,9,4,4,2.8800001,0,1,3,9,4,4,2.8800001,0,0,0,0,0,0,0,1
2391,0,0,4,16,4,6,2.8800001,0,1,4,16,4,6,2.8800001,0,0,0,0,0,0,0,1
2391,1,0,5,25,4,10,2.8800001,0,1,5,25,4,10,2.8800001,0,0,0,0,0,0,0,1
2396,0,0,1,1,7,5,2.72,0,1,1,1,7,5,2.72,0,0,0,0,0,0,0,1
2396,0,0,2,4,7,5,2.72,0,1,2,4,7,5,2.72,0,0,0,0,0,0,0,1
2396,0,0,3,9,7,5,2.72,0,1,3,9,7,5,2.72,0,0,0,0,0,0,0,1
2396,0,0,4,16,7,6,2.72,0,1,4,16,7,6,2.72,0,0,0,0,0,0,0,1
2396,0,0,5,25,7,6,2.72,0,1,5,25,7,6,2.72,0,0,0,0,0,0,0,1
2396,1,0,6,36,7,8,2.72,0,1,6,36,7,8,2.72,0,0,0,0,0,0,0,1
2397,0,0,1,1,7,4,2.02,0,1,1,1,7,4,2.02,0,0,0,0,0,0,0,1
2397,0,0,2,4,7,4,2.02,0,1,2,4,7,4,2.02,0,0,0,0,0,0,0,1
2397,0,0,3,9,7,5,2.02,0,1,3,9,7,5,2.02,0,0,0,0,0,0,0,1
2397,0,0,4,16,7,6,2.02,0,1,4,16,7,6,2.02,0,0,0,0,0,0,0,1
2397,0,0,5,25,7,7,2.02,0,1,5,25,7,7,2.02,0,0,0,0,0,0,0,1
2397,1,0,6,36,7,8,2.02,0,1,6,36,7,8,2.02,0,0,0,0,0,0,0,1
2399,0,0,1,1,6,7,3.52,0,1,1,1,6,7,3.52,0,0,0,0,0,0,0,1
2399,0,0,2,4,6,8,3.52,0,1,2,4,6,8,3.52,0,0,0,0,0,0,0,1
2399,0,0,3,9,6,9,3.52,0,1,3,9,6,9,3.52,0,0,0,0,0,0,0,1
2399,0,0,4,16,6,10,3.52,0,1,4,16,6,10,3.52,0,0,0,0,0,0,0,1
2399,0,0,5,25,6,12,3.52,0,1,5,25,6,12,3.52,0,0,0,0,0,0,0,1
2399,0,0,6,36,6,14,3.52,0,1,6,36,6,14,3.52,0,0,0,0,0,0,0,1
2399,0,0,7,49,6,15,3.52,0,1,7,49,6,15,3.52,0,0,0,0,0,0,0,1
2399,0,0,8,64,6,16,3.52,0,1,8,64,6,16,3.52,0,0,0,0,0,0,0,1
2399,1,0,9,81,6,17,3.52,0,1,9,81,6,17,3.52,0,0,0,0,0,0,0,1
2400,0,0,1,1,4,1,3.52,0,1,1,1,4,1,3.52,0,0,0,0,0,0,0,1
2400,0,0,2,4,4,1,3.52,0,1,2,4,4,1,3.52,0,0,0,0,0,0,0,1
2400,0,0,3,9,4,1,3.52,0,1,3,9,4,1,3.52,0,0,0,0,0,0,0,1
2400,0,0,4,16,4,1,3.52,0,1,4,16,4,1,3.52,0,0,0,0,0,0,0,1
2400,0,0,5,25,4,1,3.52,0,1,5,25,4,1,3.52,0,0,0,0,0,0,0,1
2400,0,0,6,36,4,1,3.52,0,1,6,36,4,1,3.52,0,0,0,0,0,0,0,1
2400,1,0,7,49,4,1,3.52,0,1,7,49,4,1,3.52,0,0,0,0,0,0,0,1
2402,0,0,1,1,4.9499998,2,4,1,1,1,1,4.9499998,2,4,1,0,0,0,0,0,0,1
2402,0,0,2,4,4.9499998,2,4,1,1,2,4,4.9499998,2,4,1,0,0,0,0,0,0,1
2402,0,0,3,9,4.9499998,3,4,1,1,3,9,4.9499998,3,4,1,0,0,0,0,0,0,1
2402,0,0,4,16,4.9499998,5,4,1,1,4,16,4.9499998,5,4,1,0,0,0,0,0,0,1
2402,1,0,5,25,4.9499998,6,4,1,1,5,25,4.9499998,6,4,1,0,0,0,0,0,0,1
2404,0,0,1,1,4,2,1.53,0,1,1,1,4,2,1.53,0,0,0,0,0,0,0,1
2404,0,0,2,4,4,2,1.53,0,1,2,4,4,2,1.53,0,0,0,0,0,0,0,1
2404,0,0,3,9,4,3,1.53,0,1,3,9,4,3,1.53,0,0,0,0,0,0,0,1
2404,0,0,4,16,4,3,1.53,0,1,4,16,4,3,1.53,0,0,0,0,0,0,0,1
2404,0,0,5,25,4,6,1.53,0,1,5,25,4,6,1.53,0,0,0,0,0,0,0,1
2404,1,0,6,36,4,6,1.53,0,1,6,36,4,6,1.53,0,0,0,0,0,0,0,1
2407,0,0,1,1,4.9499998,7,3.2,0,1,1,1,4.9499998,7,3.2,0,0,0,0,0,0,0,1
2407,1,0,2,4,4.9499998,8,3.2,0,1,2,4,4.9499998,8,3.2,0,0,0,0,0,0,0,1
2408,0,0,1,1,4,5,2.3,0,1,1,1,4,5,2.3,0,0,0,0,0,0,0,1
2408,0,0,2,4,4,6,2.3,0,1,2,4,4,6,2.3,0,0,0,0,0,0,0,1
2408,0,0,3,9,4,7,2.3,0,1,3,9,4,7,2.3,0,0,0,0,0,0,0,1
2408,0,0,4,16,4,9,2.3,0,1,4,16,4,9,2.3,0,0,0,0,0,0,0,1
2408,0,0,5,25,4,9,2.3,0,1,5,25,4,9,2.3,0,0,0,0,0,0,0,1
2408,1,0,6,36,4,11,2.3,0,1,6,36,4,11,2.3,0,0,0,0,0,0,0,1
2411,0,0,1,1,7,3,1.86,0,1,1,1,7,3,1.86,0,0,0,0,0,0,0,1
2411,0,0,2,4,7,6,1.86,0,1,2,4,7,6,1.86,0,0,0,0,0,0,0,1
2411,0,0,3,9,7,7,1.86,0,1,3,9,7,7,1.86,0,0,0,0,0,0,0,1
2411,0,0,4,16,7,9,1.86,0,1,4,16,7,9,1.86,0,0,0,0,0,0,0,1
2411,1,0,5,25,7,10,1.86,0,1,5,25,7,10,1.86,0,0,0,0,0,0,0,1
2412,0,0,1,1,5,6,1.9,0,1,1,1,5,6,1.9,0,0,0,0,0,0,0,1
2412,0,0,2,4,5,7,1.9,0,1,2,4,5,7,1.9,0,0,0,0,0,0,0,1
2412,0,0,3,9,5,10,1.9,0,1,3,9,5,10,1.9,0,0,0,0,0,0,0,1
2412,0,0,4,16,5,11,1.9,0,1,4,16,5,11,1.9,0,0,0,0,0,0,0,1
2412,1,0,5,25,5,11,1.9,0,1,5,25,5,11,1.9,0,0,0,0,0,0,0,1
2413,0,0,1,1,3,21,2.5599999,0,1,1,1,3,21,2.5599999,0,0,0,0,0,0,0,1
2413,0,0,2,4,3,27,2.5599999,0,1,2,4,3,27,2.5599999,0,0,0,0,0,0,0,1
2413,1,0,3,9,3,36,2.5599999,0,1,3,9,3,36,2.5599999,0,0,0,0,0,0,0,1
2414,0,0,1,1,7,4,2.5599999,0,1,1,1,7,4,2.5599999,0,0,0,0,0,0,0,1
2414,0,0,2,4,7,5,2.5599999,0,1,2,4,7,5,2.5599999,0,0,0,0,0,0,0,1
2414,1,0,3,9,7,6,2.5599999,0,1,3,9,7,6,2.5599999,0,0,0,0,0,0,0,1
2417,0,0,1,1,3,4,.65,0,1,1,1,3,4,.64999998,0,0,0,0,0,0,0,1
2417,0,0,2,4,3,5,.65,0,1,2,4,3,5,.64999998,0,0,0,0,0,0,0,1
2417,0,0,3,9,3,5,.65,0,1,3,9,3,5,.64999998,0,0,0,0,0,0,0,1
2417,0,0,4,16,3,6,.65,0,1,4,16,3,6,.64999998,0,0,0,0,0,0,0,1
2417,0,0,5,25,3,6,.65,0,1,5,25,3,6,.64999998,0,0,0,0,0,0,0,1
2417,1,0,6,36,3,7,.65,0,1,6,36,3,7,.64999998,0,0,0,0,0,0,0,1
2420,0,0,1,1,5,1,1.53,0,1,1,1,5,1,1.53,0,0,0,0,0,0,0,1
2420,0,0,2,4,5,1,1.53,0,1,2,4,5,1,1.53,0,0,0,0,0,0,0,1
2420,0,0,3,9,5,2,1.53,0,1,3,9,5,2,1.53,0,0,0,0,0,0,0,1
2420,0,0,4,16,5,3,1.53,0,1,4,16,5,3,1.53,0,0,0,0,0,0,0,1
2420,1,0,5,25,5,4,1.53,0,1,5,25,5,4,1.53,0,0,0,0,0,0,0,1
2421,0,0,1,1,7,3,2.23,0,1,1,1,7,3,2.23,0,0,0,0,0,0,0,1
2421,0,0,2,4,7,3,2.23,0,1,2,4,7,3,2.23,0,0,0,0,0,0,0,1
2421,0,0,3,9,7,3,2.23,0,1,3,9,7,3,2.23,0,0,0,0,0,0,0,1
2421,0,0,4,16,7,7,2.23,0,1,4,16,7,7,2.23,0,0,0,0,0,0,0,1
2421,0,0,5,25,7,8,2.23,0,1,5,25,7,8,2.23,0,0,0,0,0,0,0,1
2424,0,0,1,1,4,5,1.9,0,1,1,1,4,5,1.9,0,0,0,0,0,0,0,1
2424,0,0,2,4,4,5,1.9,0,1,2,4,4,5,1.9,0,0,0,0,0,0,0,1
2424,0,0,3,9,4,6,1.9,0,1,3,9,4,6,1.9,0,0,0,0,0,0,0,1
2424,1,0,4,16,4,9,1.9,0,1,4,16,4,9,1.9,0,0,0,0,0,0,0,1
2426,0,0,1,1,5,9,3.2,0,1,1,1,5,9,3.2,0,0,0,0,0,0,0,1
2426,0,0,2,4,5,12,3.2,0,1,2,4,5,12,3.2,0,0,0,0,0,0,0,1
2426,1,0,3,9,5,13,3.2,0,1,3,9,5,13,3.2,0,0,0,0,0,0,0,1
2427,0,0,1,1,3,4,1.96,0,1,1,1,3,4,1.96,0,0,0,0,0,0,0,1
2427,0,0,2,4,3,5,1.96,0,1,2,4,3,5,1.96,0,0,0,0,0,0,0,1
2427,0,0,3,9,3,6,1.96,0,1,3,9,3,6,1.96,0,0,0,0,0,0,0,1
2427,0,0,4,16,3,7,1.96,0,1,4,16,3,7,1.96,0,0,0,0,0,0,0,1
2427,0,0,5,25,3,10,1.96,0,1,5,25,3,10,1.96,0,0,0,0,0,0,0,1
2427,0,0,6,36,3,13,1.96,0,1,6,36,3,13,1.96,0,0,0,0,0,0,0,1
2427,0,0,7,49,3,18,1.96,0,1,7,49,3,18,1.96,0,0,0,0,0,0,0,1
2427,0,0,8,64,3,22,1.96,0,1,8,64,3,22,1.96,0,0,0,0,0,0,0,1
2427,0,0,9,81,3,27,1.96,0,1,9,81,3,27,1.96,0,0,0,0,0,0,0,1
2427,0,0,10,100,3,29,1.96,0,1,10,100,3,29,1.96,0,0,0,0,0,0,0,1
2427,0,0,11,121,3,32,1.96,0,1,11,121,3,32,1.96,0,0,0,0,0,0,0,0
2427,0,0,12,144,3,35,1.96,0,1,12,144,3,35,1.96,0,0,0,0,0,0,0,0
7001,0,0,1,1,7,7,3.8399999,0,1,1,1,7,7,3.8399999,0,0,0,0,0,0,0,1
7001,0,0,2,4,7,8,3.8399999,0,1,2,4,7,8,3.8399999,0,0,0,0,0,0,0,1
7001,0,0,3,9,7,8,3.8399999,0,1,3,9,7,8,3.8399999,0,0,0,0,0,0,0,1
7001,1,0,4,16,7,11,3.8399999,0,1,4,16,7,11,3.8399999,0,0,0,0,0,0,0,1
7006,0,0,1,1,6,2,2.3699999,0,1,1,1,6,2,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,2,4,6,2,2.3699999,0,1,2,4,6,2,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,3,9,6,2,2.3699999,0,1,3,9,6,2,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,4,16,6,2,2.3699999,0,1,4,16,6,2,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,5,25,6,2,2.3699999,0,1,5,25,6,2,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,6,36,6,3,2.3699999,0,1,6,36,6,3,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,7,49,6,3,2.3699999,0,1,7,49,6,3,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,8,64,6,3,2.3699999,0,1,8,64,6,3,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,9,81,6,5,2.3699999,0,1,9,81,6,5,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,10,100,6,6,2.3699999,0,1,10,100,6,6,2.3699999,0,0,0,0,0,0,0,1
7006,0,0,11,121,6,6,2.3699999,0,1,11,121,6,6,2.3699999,0,0,0,0,0,0,0,0
7006,0,0,12,144,6,7,2.3699999,0,1,12,144,6,7,2.3699999,0,0,0,0,0,0,0,0
7006,0,0,13,169,6,7,2.3699999,0,1,13,169,6,7,2.3699999,0,0,0,0,0,0,0,0
7006,1,0,14,196,6,8,2.3699999,0,1,14,196,6,8,2.3699999,0,0,0,0,0,0,0,0
7007,0,0,1,1,4,10,1.63,0,1,1,1,4,10,1.63,0,0,0,0,0,0,0,1
7007,0,0,2,4,4,12,1.63,0,1,2,4,4,12,1.63,0,0,0,0,0,0,0,1
7007,0,0,3,9,4,14,1.63,0,1,3,9,4,14,1.63,0,0,0,0,0,0,0,1
7007,0,0,4,16,4,14,1.63,0,1,4,16,4,14,1.63,0,0,0,0,0,0,0,1
7009,0,0,1,1,6,6,3.3599999,0,1,1,1,6,6,3.3599999,0,0,0,0,0,0,0,1
7009,0,0,2,4,6,8,3.3599999,0,1,2,4,6,8,3.3599999,0,0,0,0,0,0,0,1
7009,0,0,3,9,6,11,3.3599999,0,1,3,9,6,11,3.3599999,0,0,0,0,0,0,0,1
7009,0,0,4,16,6,15,3.3599999,0,1,4,16,6,15,3.3599999,0,0,0,0,0,0,0,1
7009,0,0,5,25,6,18,3.3599999,0,1,5,25,6,18,3.3599999,0,0,0,0,0,0,0,1
7009,1,0,6,36,6,20,3.3599999,0,1,6,36,6,20,3.3599999,0,0,0,0,0,0,0,1
7014,0,0,1,1,3,3,1.9400001,0,1,1,1,3,3,1.9400001,0,0,0,0,0,0,0,1
7014,0,0,2,4,3,4,1.9400001,0,1,2,4,3,4,1.9400001,0,0,0,0,0,0,0,1
7014,0,0,3,9,3,4,1.9400001,0,1,3,9,3,4,1.9400001,0,0,0,0,0,0,0,1
7014,1,0,4,16,3,7,1.9400001,0,1,4,16,3,7,1.9400001,0,0,0,0,0,0,0,1
7016,0,0,1,1,5,0,3.8399999,0,1,1,1,5,0,3.8399999,0,0,0,0,0,0,0,1
7016,0,0,2,4,5,1,3.8399999,0,1,2,4,5,1,3.8399999,0,0,0,0,0,0,0,1
7016,0,0,3,9,5,1,3.8399999,0,1,3,9,5,1,3.8399999,0,0,0,0,0,0,0,1
7016,1,0,4,16,5,6,3.8399999,0,1,4,16,5,6,3.8399999,0,0,0,0,0,0,0,1
7021,0,0,1,1,6,3,3.04,0,1,1,1,6,3,3.04,0,0,0,0,0,0,0,1
7021,0,0,2,4,6,3,3.04,0,1,2,4,6,3,3.04,0,0,0,0,0,0,0,1
7021,0,0,3,9,6,4,3.04,0,1,3,9,6,4,3.04,0,0,0,0,0,0,0,1
7021,0,0,4,16,6,4,3.04,0,1,4,16,6,4,3.04,0,0,0,0,0,0,0,1
7021,0,0,5,25,6,6,3.04,0,1,5,25,6,6,3.04,0,0,0,0,0,0,0,1
7021,0,0,6,36,6,8,3.04,0,1,6,36,6,8,3.04,0,0,0,0,0,0,0,1
7021,1,0,7,49,6,9,3.6800001,0,1,7,49,6,9,3.6800001,0,0,0,0,0,0,0,1
7023,0,0,1,1,4,1,3.52,0,1,1,1,4,1,3.52,0,0,0,0,0,0,0,1
7023,0,0,2,4,4,1,3.52,0,1,2,4,4,1,3.52,0,0,0,0,0,0,0,1
7023,0,0,3,9,4,2,3.52,0,1,3,9,4,2,3.52,0,0,0,0,0,0,0,1
7023,0,0,4,16,4,2,3.52,0,1,4,16,4,2,3.52,0,0,0,0,0,0,0,1
7023,0,0,5,25,4,4,3.52,0,1,5,25,4,4,3.52,0,0,0,0,0,0,0,1
7023,1,0,6,36,4,6,3.52,0,1,6,36,4,6,3.52,0,0,0,0,0,0,0,1
7024,0,0,1,1,5,5,2.02,0,1,1,1,5,5,2.02,0,0,0,0,0,0,0,1
7024,0,0,2,4,5,5,2.02,0,1,2,4,5,5,2.02,0,0,0,0,0,0,0,1
7024,1,0,3,9,5,5,2.02,0,1,3,9,5,5,2.02,0,0,0,0,0,0,0,1
7026,0,0,1,1,4,6,3.3599999,0,1,1,1,4,6,3.3599999,0,0,0,0,0,0,0,1
7026,0,0,2,4,4,7,3.3599999,0,1,2,4,4,7,3.3599999,0,0,0,0,0,0,0,1
7026,0,0,3,9,4,7,3.3599999,0,1,3,9,4,7,3.3599999,0,0,0,0,0,0,0,1
7026,1,0,4,16,4,10,3.3599999,0,1,4,16,4,10,3.3599999,0,0,0,0,0,0,0,1
7027,0,0,1,1,5,2,1.5599999,0,1,1,1,5,2,1.5599999,0,0,0,0,0,0,0,1
7027,0,0,2,4,5,2,1.5599999,0,1,2,4,5,2,1.5599999,0,0,0,0,0,0,0,1
7027,0,0,3,9,5,2,1.5599999,0,1,3,9,5,2,1.5599999,0,0,0,0,0,0,0,1
7027,0,0,4,16,5,2,1.5599999,0,1,4,16,5,2,1.5599999,0,0,0,0,0,0,0,1
7027,1,0,5,25,5,2,1.5599999,0,1,5,25,5,2,1.5599999,0,0,0,0,0,0,0,1
7033,0,0,1,1,4,0,3.3599999,0,1,1,1,4,0,3.3599999,0,0,0,0,0,0,0,1
7033,0,0,2,4,4,1,3.3599999,0,1,2,4,4,1,3.3599999,0,0,0,0,0,0,0,1
7033,0,0,3,9,4,1,3.3599999,0,1,3,9,4,1,3.3599999,0,0,0,0,0,0,0,1
7033,0,0,4,16,4,4,3.3599999,0,1,4,16,4,4,3.3599999,0,0,0,0,0,0,0,1
7033,0,0,5,25,4,5,3.3599999,0,1,5,25,4,5,3.3599999,0,0,0,0,0,0,0,1
7033,0,0,6,36,4,6,3.3599999,0,1,6,36,4,6,3.3599999,0,0,0,0,0,0,0,1
7038,0,0,1,1,7,1,3.6800001,0,1,1,1,7,1,3.6800001,0,0,0,0,0,0,0,1
7038,0,0,2,4,7,1,3.6800001,0,1,2,4,7,1,3.6800001,0,0,0,0,0,0,0,1
7038,0,0,3,9,7,2,3.6800001,0,1,3,9,7,2,3.6800001,0,0,0,0,0,0,0,1
7038,0,0,4,16,7,2,3.6800001,0,1,4,16,7,2,3.6800001,0,0,0,0,0,0,0,1
7038,0,0,5,25,7,2,3.6800001,0,1,5,25,7,2,3.6800001,0,0,0,0,0,0,0,1
7038,0,0,6,36,7,2,3.6800001,0,1,6,36,7,2,3.6800001,0,0,0,0,0,0,0,1
7038,0,0,7,49,7,2,3.6800001,0,1,7,49,7,2,3.6800001,0,0,0,0,0,0,0,1
7038,0,0,8,64,7,2,3.6800001,0,1,8,64,7,2,3.6800001,0,0,0,0,0,0,0,1
7038,0,0,9,81,7,2,3.6800001,0,1,9,81,7,2,3.6800001,0,0,0,0,0,0,0,1
7038,1,0,10,100,7,3,3.6800001,0,1,10,100,7,3,3.6800001,0,0,0,0,0,0,0,1
7040,0,0,1,1,6,0,3.04,0,1,1,1,6,0,3.04,0,0,0,0,0,0,0,1
7040,0,0,2,4,6,0,3.04,0,1,2,4,6,0,3.04,0,0,0,0,0,0,0,1
7040,0,0,3,9,6,0,3.04,0,1,3,9,6,0,3.04,0,0,0,0,0,0,0,1
7040,0,0,4,16,6,0,3.04,0,1,4,16,6,0,3.04,0,0,0,0,0,0,0,1
7040,0,0,5,25,6,1,3.04,0,1,5,25,6,1,3.04,0,0,0,0,0,0,0,1
7040,0,0,6,36,6,2,3.04,0,1,6,36,6,2,3.04,0,0,0,0,0,0,0,1
7040,1,0,7,49,6,2,3.04,0,1,7,49,6,2,3.04,0,0,0,0,0,0,0,1
7041,0,0,1,1,5,12,3.3599999,0,1,1,1,5,12,3.3599999,0,0,0,0,0,0,0,1
7041,0,0,2,4,5,12,3.3599999,0,1,2,4,5,12,3.3599999,0,0,0,0,0,0,0,1
7041,0,0,3,9,5,14,3.3599999,0,1,3,9,5,14,3.3599999,0,0,0,0,0,0,0,1
