inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
1,1785,0,0,50,12,3.4173999,5.75,175,48,10,9.1429005,12800,.75150001,0,0,14,1,24,6.6999412,1.22888,576
1,480,0,0,52,12,3.3333001,0,1798,53,12,2.6417999,7850,.75150001,7,7,14,0,6,6.2500157,1.2039628,36
1,772,0,2,41,12,3.8859999,7.5,1222,45,12,7.3649998,18600,.72149998,12,12,7.5,1,9,15.600008,1.3573803,81
1,900,0,0,59,10,2.3111,2.22,1820,59,7,1.4066,5380,.77149999,12,7,5,0,14,3.30001,.83772361,196
1,1428,0,0,52,12,1.7108001,2.5,1560,60,8,1.5192,6114,.77149999,10,7,14,0,26,3.6709776,.53696114,676
1,210,0,0,46,16,2.1143,4,2210,49,12,3.3439,8234,.75150001,12,12,14,0,7,7.7899971,.7487238,49
1,239,1,5,41,12,9.9330997,4.5,2874,48,16,2.9105999,20646,.72149998,3,7,11,1,4,18.27199,2.2958727,16
1,1878,0,2,33,11,3.0276999,3.5,2499,35,8,4.3834,16640,.72149998,7,7,9.5,0,15,10.953979,1.1078032,225
1,215,0,0,45,12,1.8605,2.3,3088,38,12,4.2097998,13900,.72149998,12,12,5,1,23,13.499992,.62084526,529
1,2340,1,2,36,10,.12819999,0,2020,37,8,3.7128999,11500,.78149998,10,7,7.5,0,1,11.200012,-2.0541637,1
1,1960,0,1,48,12,6.6327,6.3000002,1980,56,10,10.606,34000,.55150002,7,7,14,1,29,20.999908,1.892012,841
1,532,0,1,47,12,5.6391001,3.5999999,1968,47,11,8.6381998,28700,.66149998,7,3,11,1,9,25.699999,1.7297245,81
1,394,0,0,45,12,1.599,2.5,2100,45,12,3.8367,9563,.75150001,7,7,7.5,0,6,8.9329939,.46937841,36
1,675,0,2,37,12,2.6666999,3,2651,48,17,7.1671,20960,.69150001,7,7,7.5,0,11,19.159977,.9808417,121
1,1515,0,4,46,16,7.9208002,6.8000002,1918,49,14,8.8634005,38590,.62150002,12,10,14,1,17,26.589987,2.0694923,289
1,1030,0,3,43,17,5.3397999,5.8000002,2585,46,16,7.7368999,27900,.66149998,12,12,5,1,6,22.400005,1.6751882,36
1,1250,0,2,42,12,4,4,2250,46,17,9.1702003,25633,.62150002,7,7,7.5,1,7,20.632999,1.3862944,49
1,1158,1,2,34,17,6.0448999,5.0999999,2480,39,17,11.29,35200,.55150002,12,12,7.5,1,2,28.200006,1.799215,4
1,112,0,0,52,12,6.25,0,2924,53,12,6.3269,29500,.58149999,7,7,7.5,1,24,28.799999,1.8325815,576
1,336,0,3,37,12,2.9762001,2.2,1896,52,9,4.7467999,10000,.75150001,10,7,7.5,0,4,8.9999971,1.0906473,16
1,1984,0,1,37,12,4.2339001,4.7800002,2332,40,12,4.8885002,19800,.69150001,10,7,5,0,11,11.399942,1.4431236,121
1,716,0,0,52,8,3.4916,2.2,3482,59,7,2.4842,12900,.72149998,7,7,5,0,25,10.400014,1.2503601,625
1,1410,1,0,30,12,4.9645,1.28,2106,30,14,8.5469999,26080,.62150002,12,12,7.5,0,11,19.080055,1.6023126,121
1,1300,0,1,31,13,2.7692001,0,1160,32,12,6.6378999,13066,.75150001,17,7,11,1,2,9.4660397,1.0185585,4
1,1640,0,1,38,12,3.6585,3.25,2040,46,12,3.1863,12500,.72149998,7,7,7.5,0,19,6.5000601,1.2970532,361
1,1202,0,3,43,12,5.3934999,0,2856,48,16,4.5465999,35600,.58149999,7,7,9,1,7,29.117014,1.6851945,49
1,489,0,1,49,8,.65640002,2.29,950,51,8,12.789,19424,.75150001,7,7,5,1,2,19.10302,-.42098489,4
1,2076,0,0,55,12,4.7687998,4.6799998,2068,58,10,6.5279999,26250,.66149998,7,7,5,1,20,16.349972,1.5620947,400
1,526,0,2,38,17,8.5551004,4.1999998,1896,42,17,16.403,36525,.55150002,12,14,9.5,1,10,32.025017,2.1465275,100
1,1721,0,0,52,17,10.459,9.5,2000,56,16,7,34700,.61000001,14,17,14,1,19,16.700062,2.3474629,361
1,1327,0,0,48,12,2.6375,2.5699999,288,51,11,13.542,8311,.75150001,7,7,11,1,17,4.8110375,.96983153,289
1,584,0,2,32,13,6.8492999,4.3200002,2160,33,12,6.7129998,28626,.69150001,12,10,11,1,12,24.626009,1.9241464,144
1,1376,0,1,32,12,5.0872002,5,3120,33,17,5.4487,24400,.66149998,7,7,5,1,11,17.400013,1.6267276,121
1,1040,0,2,38,12,.96149999,0,1944,41,17,6.6872001,14025,.72149998,7,7,7.5,1,6,13.02504,-.039260726,36
1,548,0,3,46,12,4.3066001,3.6900001,2046,47,12,9.0943003,21367,.69150001,16,12,14,1,10,19.006983,1.4601487,100
1,15,0,3,40,12,7.0667,0,2005,42,9,6.5337,14136,.75150001,7,7,7.5,0,4,14.03,1.9553936,16
1,1980,0,4,31,9,2.5253,2.5599999,2070,36,10,4.6859999,19900,.75150001,10,7,5,1,2,14.899906,.92635989,4
1,1520,0,1,43,10,7.8947001,5,3000,50,12,8,37000,.52149999,12,9,9.5,1,13,25.000055,2.0661917,169
1,1880,0,0,51,12,4.1489,3.9000001,2640,51,12,4.053,18500,.69150001,7,7,7.5,0,21,10.700068,1.4228432,441
1,1260,1,0,30,16,8.1745996,8.1700001,2450,34,17,8.1632996,34550,.55150002,16,14,5,1,9,24.250004,2.1010318,81
1,1092,0,0,52,13,9.5971003,0,1000,53,15,16.5,49620,.46149999,10,7,11,1,4,39.139965,2.261461,16
1,1587,1,5,30,8,2.0164001,2.3,2080,33,8,3.4614999,10400,.78149998,3,3,7.5,0,2,7.1999731,.70131379,4
1,156,0,0,51,16,7.6217999,0,2413,51,16,11.361,33000,.55150002,16,16,11,1,19,31.810999,2.0310125,361
1,1939,0,2,31,13,3.1975,3.4300001,2570,31,12,3.8910999,16200,.72149998,7,3,7.5,1,4,10.000048,1.1623693,16
1,1250,0,4,34,12,1.6,1.36,2030,52,12,9.6058998,22660,.69150001,12,16,7.5,1,9,20.66,.47000363,81
1,610,0,0,49,11,4.0984001,4,4684,59,17,2.6687,16000,.72149998,7,7,7.5,1,14,13.499976,1.4105967,196
1,270,1,3,35,13,1.4815,5,2802,41,17,8.8865004,25780,.66149998,7,16,9.5,1,6,25.379995,.39305511,36
1,660,1,0,53,12,3.6364,3.1500001,2090,59,12,6.3635998,20675,.72149998,7,12,7.5,1,24,18.274977,1.2909942,576
1,1000,0,3,32,12,1,0,2053,46,16,17.728001,40213,.55150002,12,7,11,0,1,39.213001,0,1
1,1920,0,3,38,10,2.6041999,2.9300001,1984,42,10,5.2923002,15500,.72149998,12,7,7.5,1,13,10.499936,.95712548,169
1,200,0,0,54,12,1.75,0,2040,54,16,15.686,35207,.58149999,7,12,9.5,1,3,34.856998,.55961579,9
1,1500,0,1,47,17,4.8000002,3.5999999,2794,58,8,5.2423,35702,.55150002,10,12,11,1,10,28.501999,1.5686159,100
1,868,0,1,45,15,5.5300002,6,3290,47,14,3.0395,17800,.72149998,14,12,9.5,1,16,12.99996,1.7101879,256
1,2318,0,1,47,16,4.0984001,4.1999998,1911,46,16,16.745001,50900,.49149999,16,16,5,1,9,41.39991,1.4105967,81
1,2000,0,0,59,10,1.25,0,2000,60,12,3.75,17280,.69150001,7,7,5,0,19,14.78,.22314355,361
1,60,0,1,32,11,1.6667,0,2580,31,12,5.8140001,15150,.72149998,10,9,5,1,4,15.049998,.5108456,16
1,1715,0,1,45,12,3.7901001,3.3800001,2400,49,17,10.833,36200,.58149999,7,7,7.5,1,10,29.699978,1.3323925,100
1,550,0,4,40,12,2.3636,2.26,1740,47,12,9.0029001,17465,.72149998,14,12,5,1,5,16.16502,.86018586,25
1,1960,0,2,47,14,10.204,0,2500,50,12,6.54,45205,.61000001,14,12,3,1,7,25.205158,2.3227799,49
1,44,1,2,36,16,6.8182001,1.36,1840,37,17,5.9783001,14500,.75150001,12,10,5,0,3,14.199999,1.9195955,9
1,1920,0,0,56,14,7.2146001,6.9200001,2036,56,14,8.6247997,32011,.58149999,7,7,7.5,0,38,18.158968,1.9761068,1444
1,2540,0,1,41,8,2.4484,0,3536,43,11,4.8329,35200,.62150002,7,12,9.5,0,16,28.981064,.89543474,256
1,156,0,3,48,7,1.1987,0,880,51,11,10.909,13579,.75150001,3,7,11,0,13,13.392003,.18123759,169
1,780,1,2,36,12,1.641,0,2007,38,12,3.8864,10455,.75150001,7,7,11,0,1,9.1750202,.49530584,1
1,3120,0,0,41,12,1.7821,0,2632,44,13,8.4574003,32600,.55150002,7,3,5,0,7,27.039848,.57779241,49
1,2040,0,0,41,14,2.9412,2.8,2600,43,12,5,19150,.69150001,7,10,11,1,15,13.149952,1.0788177,225
1,1610,0,3,36,12,4.9689002,4.25,2156,36,13,7.4211998,24400,.66149998,12,17,9.5,1,10,16.40007,1.6031985,100
1,215,0,3,37,12,1.8605,0,3625,41,12,4.4938002,21700,.69150001,10,7,3,0,2,21.299992,.62084526,4
1,1120,0,0,38,12,8.0356998,0,2420,42,12,7.0251999,26201,.62150002,7,3,9.5,1,19,17.201015,2.083894,361
1,846,0,2,43,14,3.9716001,4.1999998,2080,43,9,3.2788,11920,.75150001,3,3,7.5,1,25,8.5600262,1.3791691,625
1,3225,0,0,54,16,3.0416,0,3443,59,17,1.2861,16300,.72149998,12,12,9.5,1,25,6.49084,1.1123837,625
1,1376,0,1,38,12,2.9070001,3.75,2250,41,12,5.5556002,16500,.72149998,7,7,5,1,7,12.499968,1.0671216,49
1,980,1,0,30,12,3.0611999,3.5999999,2535,34,16,7.4951,30000,.58149999,12,7,11,1,15,27.000025,1.118807,225
1,1838,0,0,49,12,4.8965998,5,2352,48,15,22.108999,62500,.44150001,7,7,9.5,1,11,53.50005,1.588541,121
1,1494,0,1,45,13,4.0160999,2.5,3036,49,6,9.0579996,58500,.44150001,10,10,9.5,1,25,52.499947,1.3903112,625
1,450,0,0,51,13,5.5556002,3.5,2600,57,14,11.538,40900,.52149999,7,7,9.5,1,19,38.399979,1.7148064,361
1,1976,0,0,34,10,1.2227,2.45,2223,39,7,6.0468001,16308,.69150001,0,10,7.5,1,4,13.891945,.20106153,16
1,2012,0,2,34,12,2.6839001,3.6099999,2666,34,10,1.3653001,9300,.75150001,7,7,7.5,1,14,3.8999929,.98727101,196
1,561,0,1,41,12,2.6738,3.25,2006,41,17,16.549999,35700,.55150002,10,9,7.5,1,19,34.199997,.98350066,361
1,1715,0,1,49,12,9.3294001,7.0500002,1710,49,17,8.7719002,35700,.63999999,9,9,11,1,18,19.700079,2.2331707,324
1,1912,0,0,32,12,3.1380999,3.5999999,1920,46,14,9.6353998,24500,.66149998,12,12,5,1,14,18.499952,1.1436175,196
1,3686,0,0,32,14,.54259998,0,1647,39,14,6.6788001,13000,.72149998,12,12,7.5,1,11,10.999976,-.6113829,121
1,1080,0,2,32,17,8.6111002,4.6500001,3080,35,15,7.5727,52600,.44150001,12,12,5,0,4,43.300011,2.1530521,16
1,1799,0,0,47,10,3.6687,3.25,1920,48,10,7.8125,25360,.66149998,3,7,7.5,1,29,18.760008,1.2998374,841
1,1984,0,1,39,9,2.3185,2.3,2420,47,4,1.9835,9400,.75150001,9,9,7.5,0,21,4.800096,.84092045,441
1,1839,0,0,49,12,2.882,3.27,2205,53,15,9.5237999,26800,.62150002,12,12,11,1,24,21.500002,1.0584844,576
1,1579,0,3,37,12,3.1666,0,3035,39,14,6.4250002,33040,.66149998,12,7,7.5,1,19,28.039938,1.1526585,361
1,96,0,0,59,16,3.6458001,0,2185,60,15,10.984,26350,.62150002,14,12,7.5,1,31,26.000004,1.2935759,961
1,1920,0,0,50,12,6.25,5.4699998,1880,56,12,12.766,39000,.52149999,7,7,14,1,28,27,1.8325815,784
1,1688,0,1,32,17,10.249,9.8000002,1863,33,17,9.5544996,35100,.61000001,12,12,9.5,1,15,17.799688,2.3271801,225
1,1589,0,0,46,12,3.2096,5.54,2456,48,16,5.4966998,22502,.66149998,12,12,11,0,27,17.401945,1.1661463,729
1,345,0,2,43,17,7.6522002,5,1847,46,17,9.7617998,21950,.69150001,12,14,14,0,13,19.309992,2.0349932,169
1,1521,0,3,37,11,1.9724,2.3,2000,42,6,5,13000,.75150001,7,7,7.5,0,4,9.99998,.67925107,16
1,1490,0,2,32,16,4.698,3.9000001,1856,35,14,5.9994998,18180,.72149998,12,14,9,1,10,11.17998,1.5471369,100
1,989,0,1,39,11,2.1234,2.76,1880,43,14,6.9148998,20957,.69150001,10,10,9,1,8,18.856956,.75301856,64
1,600,0,2,34,13,2.3333001,2.9000001,3020,35,12,4.9668999,13700,.72149998,12,12,7.5,0,4,12.30002,.8472836,16
1,2646,0,1,39,11,2.3896,0,2646,41,8,2.3896,20000,.69150001,7,7,5,1,18,13.677118,.871126,324
1,2149,0,3,45,8,1.2564,2.5,1640,48,9,4.5121999,12260,.75150001,7,7,5,1,3,9.5599966,.22825047,9
1,320,0,0,50,11,1.0937999,0,1950,54,11,9.2307997,24850,.66149998,3,12,7.5,1,11,24.499985,.089657828,121
1,1600,0,1,40,12,3.75,3.3,1920,39,12,11.458,29150,.58149999,12,7,7.5,1,8,23.15,1.3217559,64
1,2419,0,1,30,10,3.3072,3.9000001,2025,34,12,7.6992998,23591,.66149998,7,7,11,1,10,15.590883,1.1961019,100
1,2005,0,0,57,17,5.1352,5.25,2470,56,17,4.1830001,24717,.66149998,16,12,11,1,33,14.420924,1.6361188,1089
1,1960,0,1,39,12,6.6327,3.5999999,1800,43,12,8.3332996,30455,.62150002,12,12,9,1,19,17.454908,1.892012,361
1,2147,0,0,53,12,4.5644999,4.9000001,1920,56,8,5.1041999,19600,.69150001,12,12,7.5,1,35,9.8000193,1.518309,1225
1,1207,0,1,48,17,11.848,7.1500001,2039,53,17,8.2271004,31875,.63999999,7,12,5,1,21,17.574465,2.4721591,441
1,2000,0,1,46,14,3.75,3.75,2570,48,16,5.6634002,24055,.66149998,14,14,7.5,0,7,16.555,1.3217559,49
1,1260,0,0,47,12,4.3650999,4.3499999,1914,54,12,5.2220001,18795,.72149998,7,10,7.5,0,18,13.294974,1.473641,324
1,90,0,1,43,12,3.9333,4,1516,47,10,7.1900001,12198,.75150001,7,7,7.5,0,4,11.844003,1.3694788,16
1,1800,0,0,47,12,3.3333001,3.25,2520,47,16,13.907,52645,.49149999,12,7,7.5,1,12,46.645061,1.2039628,144
1,573,0,1,47,12,3.3159001,2.2,2327,48,12,6.0163002,16600,.72149998,10,7,14,0,16,14.699989,1.1987292,256
1,1825,0,0,47,12,3.5616,3,2188,50,12,7.6781998,32590,.62150002,7,7,7.5,1,14,26.09008,1.2702099,196
1,75,0,0,46,12,1.6,0,1864,48,12,5.3112001,10020,.75150001,3,7,7.5,1,3,9.8999996,.47000363,9
1,1348,0,4,34,9,2.2255001,2.3,2183,33,10,4.1227999,12048,.75150001,7,7,11,0,1,9.0480261,.79998165,1
1,1880,0,0,48,10,4.7872,4.25,1920,55,12,7.8125,39750,.62150002,7,7,11,0,27,30.750065,1.5659456,729
1,1240,0,1,30,12,5.8065,6.9000001,1824,31,12,4.6052999,15700,.72149998,10,7,7.5,1,12,8.4999399,1.758978,144
1,848,0,1,51,12,2.3585,2.3,2878,54,12,3.9746001,24250,.66149998,7,7,3,0,6,22.249992,.85802585,36
1,150,0,5,52,12,2,0,2390,54,16,15.063,43210,.52149999,7,12,14,1,9,42.91,.69314718,81
1,2000,0,2,37,12,1.9,1.85,3120,39,13,4.5064001,37100,.62150002,12,12,5,0,2,33.299999,.64185387,4
1,1952,0,2,32,12,5.1230001,3.25,2040,33,12,5.8824,23820,.66149998,12,7,5,0,6,13.819903,1.6337402,36
1,1456,0,2,36,17,5.4945002,6.04,2151,35,15,10.228,31600,.58149999,12,14,5,1,9,23.600008,1.7037476,81
1,1740,0,2,35,12,6.3218002,5.5,1976,37,14,6.5788999,24000,.66149998,10,10,7.5,1,16,13.000068,1.844004,256
1,1400,0,0,45,17,7.1429,7.1399999,2286,51,16,8.8144999,30750,.58149999,14,12,5,0,22,20.749941,1.9661188,484
1,2000,0,0,56,12,2.375,2.7,2032,60,10,2.9528,11050,.75150001,7,7,14,0,26,6.3000002,.86499745,676
1,1750,0,2,40,10,2.5429001,2.74,1680,45,4,4.5173001,12239,.75150001,7,7,14,0,11,7.7889247,.9333052,121
1,1101,1,2,45,12,2.1798,2.3,1560,49,14,5.1282001,12870,.75150001,14,12,7.5,1,11,10.47004,.77923316,121
1,2000,0,2,32,12,2.5999999,2.5,2895,30,12,4.1451001,17200,.72149998,10,7,7.5,0,15,12,.95551139,225
1,1877,0,0,45,12,3.7293999,3.5999999,1820,50,8,8.7911997,23980,.66149998,10,10,7.5,0,13,16.979916,1.3162473,169
1,160,0,2,40,12,4.375,1.85,2450,44,12,7.3060999,18600,.69150001,7,12,14,1,6,17.9,1.4759065,36
1,1886,0,1,38,12,4.4432998,4,1748,42,8,6.0068998,23920,.69150001,7,10,9.5,1,20,15.539937,1.4913973,400
1,1446,0,4,49,12,4.2877002,4.4000001,1020,45,12,8.3332996,16084,.75150001,7,7,14,1,17,9.8839855,1.4557505,289
1,1500,0,1,47,16,1.6667,1.5,2342,49,17,11.529,31100,.58149999,14,14,11,1,8,28.599951,.5108456,64
1,860,0,0,52,13,3.2558,5.8299999,2250,53,12,6.6666999,20460,.66149998,7,7,11,1,13,17.660011,1.180438,169
1,1848,0,1,34,13,5.4113002,6,2880,40,16,8.6806002,36000,.55150002,12,12,7.5,1,15,25.999918,1.6884894,225
1,1678,0,2,44,12,2.2049999,2.3,2032,46,12,3.4679999,17302,.72149998,14,12,3,0,14,13.60201,.7907275,196
1,160,0,3,36,16,4.0625,0,3120,42,16,3.0321,16450,.72149998,14,7,3,0,14,15.8,1.4017986,196
1,108,0,0,50,17,.64819998,0,1760,57,16,13.807,41170,.58149999,14,16,9.5,1,6,41.099995,-.43355602,36
1,1738,0,0,45,12,5.3825998,6.1799998,1725,47,12,6.2174001,20130,.66149998,0,0,7.5,1,24,10.775042,1.6831715,576
1,1170,0,2,44,14,.1709,0,2080,46,13,4.2308002,9200,.75150001,16,12,9.5,1,10,9.0000467,-1.7666767,100
1,15,0,2,57,12,23.466999,0,2040,57,10,11.47,24751,.66149998,7,7,11,1,2,24.398994,3.1555951,4
1,2088,0,0,35,17,9.5784998,9.9799995,2940,42,17,12.245,57300,.5,12,17,9.5,1,9,37.300091,2.259521,81
1,2490,0,0,46,12,3.6947999,3.77,2280,52,12,9.2104998,37200,.58149999,7,7,7.5,1,23,27.999949,1.3069264,529
1,135,2,1,30,14,2.2221999,0,2164,35,16,6.3309002,14000,.72149998,10,12,14,1,12,13.700003,.79849768,144
1,1944,0,3,42,12,1.749,2.3,1999,44,12,7.8038998,20610,.69150001,7,3,14,0,8,17.209944,.55904418,64
1,690,0,1,34,12,1.1594,2.25,1824,36,13,7.6753998,14800,.72149998,10,7,7.5,1,16,14.000014,.14790262,256
1,608,0,2,45,17,6.9900999,3,2182,47,16,15.582,40005,.55150002,10,14,14,1,10,35.75502,1.9444948,100
1,63,1,2,35,16,3.9683001,0,2385,37,16,9.6436005,23750,.66149998,14,7,14,1,7,23.499996,1.3783379,49
1,154,0,0,40,16,21.429001,8.1300001,2460,44,17,12.886,35300,.55150002,7,12,14,1,19,31.999933,3.0647452,361
1,420,0,1,32,12,.47620001,2.8499999,2595,35,16,6.5510998,17350,.69150001,12,12,7.5,1,2,17.149996,-.74191731,4
1,651,0,0,54,9,2.1505001,1.4400001,2400,57,10,8.25,21650,.66149998,7,7,7.5,1,9,20.250025,.7657004,81
1,675,0,3,38,12,1.8578,2.2,3120,42,8,1.3792,6740,.79149997,7,7,14,0,14,5.4859848,.61939299,196
1,1663,0,3,43,12,4.3295002,3.5999999,2850,42,12,5.2631998,32275,.69150001,12,14,5,1,9,25.075041,1.4654521,81
1,1680,0,0,54,16,8.9286003,7,760,60,12,10.526,33220,.72000003,14,7,9.5,1,16,18.219952,2.1892595,256
1,180,0,3,39,14,2.7778001,4,2500,37,17,10,26500,.62150002,12,12,7.5,1,7,25.999996,1.0216593,49
1,1581,0,1,37,12,2.6565001,3.25,2630,39,14,12.548,38700,.52149999,7,12,5,1,6,34.500072,.97700948,36
1,1200,0,2,46,12,2.5,3.0799999,2597,48,8,4.6206999,15400,.72149998,7,7,5,1,22,12.4,.91629076,484
1,450,0,0,56,11,18.267,0,2760,60,11,1.854,19007,.69150001,7,7,3,0,9,10.78685,2.9050961,81
1,547,0,3,41,12,.81900001,2,2070,44,8,7.4266,16771,.72149998,12,7,7.5,0,9,16.323008,-.19967119,81
1,300,0,1,45,16,2,0,2256,48,16,13.298,31100,.58149999,16,7,11,1,14,30.5,.69314718,196
1,975,0,1,44,17,15.385,8.5,1505,47,16,26.577999,66300,.5,3,3,7.5,1,17,51.299625,2.733393,289
1,1621,0,1,50,17,6.4775,0,2364,52,17,13.959,43550,.49149999,16,12,5,0,12,33.049973,1.8683347,144
1,300,0,5,37,14,8.3332996,3.5,2895,38,14,13.126,37250,.62150002,7,7,11,0,13,34.750011,2.1202595,169
1,1868,0,1,44,12,4.5503001,4.25,2041,46,12,7.8882999,24900,.66149998,16,7,14,0,8,16.40004,1.5151932,64
1,1803,0,2,32,14,2.4958,1.9,2195,34,17,8.6560001,24200,.66149998,7,14,9.5,1,10,19.700073,.91460931,100
1,2143,1,1,34,12,4.4797001,4.8000002,1935,40,12,3.4109001,16200,.72149998,10,10,14,0,16,6.6000028,1.4995561,256
1,1080,0,2,32,10,2.2323999,2.3,1950,35,10,4.6255999,11431,.75150001,10,10,7.5,0,1,9.0200081,.80307722,1
1,1352,0,3,37,12,2.0710001,1.8,2375,38,14,4.2104998,13200,.75150001,10,10,11,0,6,10.400008,.72803164,36
1,537,0,1,44,13,1.676,0,1920,55,8,4.2708001,15420,.77149999,10,10,9,1,4,14.519988,.51640999,16
1,352,0,2,34,16,3.4091001,0,3300,33,12,3.3424001,18400,.69150001,12,12,14,0,8,17.199997,1.2264483,64
1,200,1,3,33,12,2.5,8,3680,33,16,8.6358995,43500,.49149999,10,3,5,1,4,43,.91629076,16
1,2045,0,3,43,7,3.9609001,4.0700002,1968,43,12,6.7581,21972,.69150001,7,7,7.5,1,15,13.87196,1.3764713,225
1,1253,0,2,35,16,6.2275,3.97,2504,33,10,.58429998,7774,.77149999,16,16,11,0,7,-.029057452,1.828975,49
1,1960,0,1,43,14,3.9286001,3.8499999,2000,45,14,5.335,24470,.69150001,7,7,7.5,0,14,16.769943,1.3682832,196
1,2000,0,0,34,12,2.9000001,2.5,1656,37,12,4.7101002,13600,.72149998,7,7,7.5,0,16,7.7999997,1.0647107,256
1,1960,0,3,36,10,4.0816002,4.5500002,1968,39,7,4.9797001,22500,.72149998,7,0,7.5,0,15,14.500064,1.4064891,225
1,2000,0,2,41,12,2.8499999,4.1999998,2016,41,12,2.9762001,13600,.72149998,7,7,14,0,23,7.9000001,1.0473189,529
1,1568,0,0,41,16,7.0152998,6.3099999,2602,44,17,12.744,90800,.44150001,7,7,7.5,0,19,79.800011,1.9480934,361
1,1225,0,3,35,10,2.9388001,2.4000001,1560,43,9,3.8462,10776,.75150001,10,10,7.5,0,4,7.1759701,1.0780014,16
1,780,1,3,32,12,1.9231,3.25,1827,37,10,7.2233,19007,.75150001,10,7,5,1,12,17.506983,.65393847,144
1,480,0,0,30,14,6.875,0,2080,34,14,8.8077002,23900,.66149998,12,12,14,1,12,20.6,1.9278916,144
1,1923,0,0,43,12,3.9001999,4.7399998,3390,47,12,5.3864002,26060,.62150002,7,7,7.5,1,25,18.559916,1.3610278,625
1,2000,0,0,54,6,2,0,2524,57,6,3.6846001,13300,.72149998,7,7,7.5,0,14,9.3000002,.69314718,196
1,2110,0,2,35,15,4.9762998,4.3699999,2777,34,12,1.8437001,15620,.72149998,7,7,7.5,0,14,5.1200075,1.6046866,196
1,1664,0,0,50,12,1.2019,5,3120,54,13,1.3013,16500,.72149998,7,7,7.5,0,11,14.500038,.18390365,121
1,48,1,1,34,17,22.5,0,2700,36,17,7.2221999,20880,.69150001,14,16,5,1,7,19.799999,3.1135154,49
1,1791,0,0,52,14,6.8677001,6.1799998,1904,57,12,7.3529,30600,.66149998,14,12,9.5,1,18,18.29995,1.9268292,324
1,1404,0,3,35,13,3.5613,5.3000002,2360,38,14,11.864,39000,.62150002,7,10,9,1,4,33.999935,1.2701256,16
1,1920,0,0,55,6,1.9792,2.5799999,1960,58,8,5.3326998,15428,.72149998,7,7,7.5,0,37,11.627936,.68269271,1369
1,2141,0,0,35,16,5.3713002,6,2000,42,16,5.5,23300,.66149998,7,7,7.5,0,13,11.800046,1.68107,169
1,1720,0,1,49,14,1.7442,0,2600,45,16,7.2308002,42100,.52149999,16,16,9.5,1,14,39.099976,.55629599,196
1,3533,2,2,38,15,5.0948,8.5,2000,38,9,7,36430,.63999999,12,7,9.5,1,17,18.430071,1.6282204,289
1,2000,0,2,42,14,2.5,0,2218,45,14,7.2136998,26000,.69150001,7,7,9.5,1,5,21,.91629076,25
1,800,0,1,48,8,3.825,2.3,2000,52,5,4.5,62060,.75150001,7,7,7.5,0,2,59,1.3415585,4
1,3000,0,0,51,14,1,0,2595,53,16,8.8632002,28300,.62150002,12,12,9.5,1,0,25.299999,0,0
1,293,0,2,43,12,3.0717001,4,2400,47,12,9.3332996,24149,.66149998,12,10,7.5,1,3,23.248991,1.1222312,9
1,1872,0,1,43,12,1.7163,0,2856,48,12,3.8262999,28141,.66149998,12,10,7.5,1,21,24.928087,.54017079,441
1,2058,0,1,38,12,4.0208998,4,2601,38,14,5.4447999,23057,.66149998,10,10,7.5,1,20,14.781988,1.3915057,400
1,1832,0,1,44,12,5.4584999,4.9499998,2054,48,9,8.7634001,28900,.62150002,3,7,7.5,1,19,18.900028,1.697174,361
1,120,1,3,36,12,25,9.9799995,2500,35,12,8.3999996,24000,.66149998,12,10,9.5,1,4,21,3.2188759,16
1,1632,0,0,38,12,2.3896999,2.3,1960,31,12,5.1020002,13900,.72149998,12,12,7.5,0,19,10.00001,.87116778,361
1,778,0,0,47,8,3.2133999,7.25,2058,51,8,7.4101,31810,.69150001,12,12,5,1,11,29.309975,1.1673295,121
1,1984,0,2,34,12,3.3770001,3.1400001,2410,49,10,5.3527002,19840,.69150001,7,7,7.5,0,14,13.140032,1.2169877,196
1,225,1,2,40,17,1.7778,0,1278,38,17,19.562,25490,.66149998,16,17,14,1,8,25.089994,.57537663,64
1,1960,0,1,31,12,3.1633,3.1800001,2875,35,12,5.0783,20800,.69150001,12,12,7.5,0,13,14.599932,1.1516157,169
1,444,0,0,46,12,2.7026999,0,2340,49,12,.51279998,2400,.80150002,10,16,7.5,1,24,1.2000012,.99425125,576
1,384,0,3,36,14,1.6927,0,3060,43,17,5.402,32650,.58149999,10,10,14,1,1,32.000004,.52632493,1
1,1170,1,2,39,13,.2137,0,1920,47,12,7.8646002,16370,.72149998,12,16,11,1,1,16.11997,-1.5431821,1
1,1330,0,2,36,17,6.7669001,4.5,3390,38,12,6.0531001,35500,.55150002,7,7,14,0,3,26.500023,1.9120431,9
1,1350,0,4,37,8,1.7407,2.0999999,2400,41,12,5,15100,.75150001,7,7,3,0,4,12.750055,.55428731,16
1,480,0,4,39,12,2.5,0,1640,40,11,7.6829,14100,.75150001,7,9,3,0,21,12.9,.91629076,441
1,1984,1,3,36,11,4.4858999,3.26,1656,38,8,6.0386,19600,.72149998,7,3,14,0,10,10.699975,1.5009391,100
1,1944,0,2,49,12,2.572,2.7,1920,53,16,5.8509998,19434,.72149998,7,7,5,1,13,14.434031,.94468379,169
1,50,1,1,45,12,3.46,5,1780,46,10,6.7416,23882,.72149998,7,7,9.5,1,9,23.709,1.2412686,81
