"Count","Month","Sex","Type"
71,2018-12-01,"Female","Fraud, Deception and Related Offences"
74,2019-01-01,"Female","Fraud, Deception and Related Offences"
71,2019-02-01,"Female","Fraud, Deception and Related Offences"
83,2019-03-01,"Female","Fraud, Deception and Related Offences"
79,2019-04-01,"Female","Fraud, Deception and Related Offences"
75,2019-05-01,"Female","Fraud, Deception and Related Offences"
84,2019-06-01,"Female","Fraud, Deception and Related Offences"
95,2019-07-01,"Female","Fraud, Deception and Related Offences"
91,2019-08-01,"Female","Fraud, Deception and Related Offences"
84,2019-09-01,"Female","Fraud, Deception and Related Offences"
90,2019-10-01,"Female","Fraud, Deception and Related Offences"
82,2019-11-01,"Female","Fraud, Deception and Related Offences"
90,2019-12-01,"Female","Fraud, Deception and Related Offences"
72,2020-01-01,"Female","Fraud, Deception and Related Offences"
79,2020-02-01,"Female","Fraud, Deception and Related Offences"
84,2020-03-01,"Female","Fraud, Deception and Related Offences"
73,2020-04-01,"Female","Fraud, Deception and Related Offences"
86,2020-05-01,"Female","Fraud, Deception and Related Offences"
102,2020-06-01,"Female","Fraud, Deception and Related Offences"
94,2020-07-01,"Female","Fraud, Deception and Related Offences"
84,2020-08-01,"Female","Fraud, Deception and Related Offences"
99,2020-09-01,"Female","Fraud, Deception and Related Offences"
71,2020-10-01,"Female","Fraud, Deception and Related Offences"
77,2020-11-01,"Female","Fraud, Deception and Related Offences"
81,2020-12-01,"Female","Fraud, Deception and Related Offences"
79,2021-01-01,"Female","Fraud, Deception and Related Offences"
57,2021-02-01,"Female","Fraud, Deception and Related Offences"
97,2021-03-01,"Female","Fraud, Deception and Related Offences"
65,2021-04-01,"Female","Fraud, Deception and Related Offences"
77,2021-05-01,"Female","Fraud, Deception and Related Offences"
84,2021-06-01,"Female","Fraud, Deception and Related Offences"
91,2021-07-01,"Female","Fraud, Deception and Related Offences"
52,2021-08-01,"Female","Fraud, Deception and Related Offences"
74,2021-09-01,"Female","Fraud, Deception and Related Offences"
61,2021-10-01,"Female","Fraud, Deception and Related Offences"
70,2021-11-01,"Female","Fraud, Deception and Related Offences"
62,2021-12-01,"Female","Fraud, Deception and Related Offences"
62,2022-01-01,"Female","Fraud, Deception and Related Offences"
54,2022-02-01,"Female","Fraud, Deception and Related Offences"
51,2022-03-01,"Female","Fraud, Deception and Related Offences"
53,2022-04-01,"Female","Fraud, Deception and Related Offences"
60,2022-05-01,"Female","Fraud, Deception and Related Offences"
70,2022-06-01,"Female","Fraud, Deception and Related Offences"
64,2022-07-01,"Female","Fraud, Deception and Related Offences"
61,2022-08-01,"Female","Fraud, Deception and Related Offences"
58,2022-09-01,"Female","Fraud, Deception and Related Offences"
53,2022-10-01,"Female","Fraud, Deception and Related Offences"
68,2022-11-01,"Female","Fraud, Deception and Related Offences"
143,2014-07-01,"Male","Fraud, Deception and Related Offences"
125,2014-08-01,"Male","Fraud, Deception and Related Offences"
134,2014-09-01,"Male","Fraud, Deception and Related Offences"
115,2014-10-01,"Male","Fraud, Deception and Related Offences"
119,2014-11-01,"Male","Fraud, Deception and Related Offences"
103,2014-12-01,"Male","Fraud, Deception and Related Offences"
115,2015-01-01,"Male","Fraud, Deception and Related Offences"
99,2015-02-01,"Male","Fraud, Deception and Related Offences"
133,2015-03-01,"Male","Fraud, Deception and Related Offences"
109,2015-04-01,"Male","Fraud, Deception and Related Offences"
127,2015-05-01,"Male","Fraud, Deception and Related Offences"
131,2015-06-01,"Male","Fraud, Deception and Related Offences"
127,2015-07-01,"Male","Fraud, Deception and Related Offences"
124,2015-08-01,"Male","Fraud, Deception and Related Offences"
145,2015-09-01,"Male","Fraud, Deception and Related Offences"
124,2015-10-01,"Male","Fraud, Deception and Related Offences"
115,2015-11-01,"Male","Fraud, Deception and Related Offences"
130,2015-12-01,"Male","Fraud, Deception and Related Offences"
112,2016-01-01,"Male","Fraud, Deception and Related Offences"
104,2016-02-01,"Male","Fraud, Deception and Related Offences"
127,2016-03-01,"Male","Fraud, Deception and Related Offences"
140,2016-04-01,"Male","Fraud, Deception and Related Offences"
150,2016-05-01,"Male","Fraud, Deception and Related Offences"
134,2016-06-01,"Male","Fraud, Deception and Related Offences"
130,2016-07-01,"Male","Fraud, Deception and Related Offences"
153,2016-08-01,"Male","Fraud, Deception and Related Offences"
129,2016-09-01,"Male","Fraud, Deception and Related Offences"
134,2016-10-01,"Male","Fraud, Deception and Related Offences"
140,2016-11-01,"Male","Fraud, Deception and Related Offences"
133,2016-12-01,"Male","Fraud, Deception and Related Offences"
122,2017-01-01,"Male","Fraud, Deception and Related Offences"
125,2017-02-01,"Male","Fraud, Deception and Related Offences"
128,2017-03-01,"Male","Fraud, Deception and Related Offences"
129,2017-04-01,"Male","Fraud, Deception and Related Offences"
121,2017-05-01,"Male","Fraud, Deception and Related Offences"
123,2017-06-01,"Male","Fraud, Deception and Related Offences"
124,2017-07-01,"Male","Fraud, Deception and Related Offences"
140,2017-08-01,"Male","Fraud, Deception and Related Offences"
133,2017-09-01,"Male","Fraud, Deception and Related Offences"
127,2017-10-01,"Male","Fraud, Deception and Related Offences"
136,2017-11-01,"Male","Fraud, Deception and Related Offences"
118,2017-12-01,"Male","Fraud, Deception and Related Offences"
117,2018-01-01,"Male","Fraud, Deception and Related Offences"
104,2018-02-01,"Male","Fraud, Deception and Related Offences"
130,2018-03-01,"Male","Fraud, Deception and Related Offences"
112,2018-04-01,"Male","Fraud, Deception and Related Offences"
122,2018-05-01,"Male","Fraud, Deception and Related Offences"
133,2018-06-01,"Male","Fraud, Deception and Related Offences"
126,2018-07-01,"Male","Fraud, Deception and Related Offences"
147,2018-08-01,"Male","Fraud, Deception and Related Offences"
108,2018-09-01,"Male","Fraud, Deception and Related Offences"
110,2018-10-01,"Male","Fraud, Deception and Related Offences"
125,2018-11-01,"Male","Fraud, Deception and Related Offences"
103,2018-12-01,"Male","Fraud, Deception and Related Offences"
119,2019-01-01,"Male","Fraud, Deception and Related Offences"
123,2019-02-01,"Male","Fraud, Deception and Related Offences"
116,2019-03-01,"Male","Fraud, Deception and Related Offences"
113,2019-04-01,"Male","Fraud, Deception and Related Offences"
128,2019-05-01,"Male","Fraud, Deception and Related Offences"
118,2019-06-01,"Male","Fraud, Deception and Related Offences"
118,2019-07-01,"Male","Fraud, Deception and Related Offences"
118,2019-08-01,"Male","Fraud, Deception and Related Offences"
104,2019-09-01,"Male","Fraud, Deception and Related Offences"
119,2019-10-01,"Male","Fraud, Deception and Related Offences"
112,2019-11-01,"Male","Fraud, Deception and Related Offences"
123,2019-12-01,"Male","Fraud, Deception and Related Offences"
110,2020-01-01,"Male","Fraud, Deception and Related Offences"
122,2020-02-01,"Male","Fraud, Deception and Related Offences"
128,2020-03-01,"Male","Fraud, Deception and Related Offences"
114,2020-04-01,"Male","Fraud, Deception and Related Offences"
136,2020-05-01,"Male","Fraud, Deception and Related Offences"
113,2020-06-01,"Male","Fraud, Deception and Related Offences"
122,2020-07-01,"Male","Fraud, Deception and Related Offences"
114,2020-08-01,"Male","Fraud, Deception and Related Offences"
127,2020-09-01,"Male","Fraud, Deception and Related Offences"
107,2020-10-01,"Male","Fraud, Deception and Related Offences"
117,2020-11-01,"Male","Fraud, Deception and Related Offences"
103,2020-12-01,"Male","Fraud, Deception and Related Offences"
108,2021-01-01,"Male","Fraud, Deception and Related Offences"
94,2021-02-01,"Male","Fraud, Deception and Related Offences"
143,2021-03-01,"Male","Fraud, Deception and Related Offences"
120,2021-04-01,"Male","Fraud, Deception and Related Offences"
117,2021-05-01,"Male","Fraud, Deception and Related Offences"
110,2021-06-01,"Male","Fraud, Deception and Related Offences"
101,2021-07-01,"Male","Fraud, Deception and Related Offences"
99,2021-08-01,"Male","Fraud, Deception and Related Offences"
118,2021-09-01,"Male","Fraud, Deception and Related Offences"
104,2021-10-01,"Male","Fraud, Deception and Related Offences"
97,2021-11-01,"Male","Fraud, Deception and Related Offences"
93,2021-12-01,"Male","Fraud, Deception and Related Offences"
109,2022-01-01,"Male","Fraud, Deception and Related Offences"
79,2022-02-01,"Male","Fraud, Deception and Related Offences"
93,2022-03-01,"Male","Fraud, Deception and Related Offences"
85,2022-04-01,"Male","Fraud, Deception and Related Offences"
103,2022-05-01,"Male","Fraud, Deception and Related Offences"
98,2022-06-01,"Male","Fraud, Deception and Related Offences"
100,2022-07-01,"Male","Fraud, Deception and Related Offences"
82,2022-08-01,"Male","Fraud, Deception and Related Offences"
97,2022-09-01,"Male","Fraud, Deception and Related Offences"
87,2022-10-01,"Male","Fraud, Deception and Related Offences"
88,2022-11-01,"Male","Fraud, Deception and Related Offences"
3,2014-07-01,"Female","Homicide and Related Offences"
3,2014-08-01,"Female","Homicide and Related Offences"
0,2014-09-01,"Female","Homicide and Related Offences"
2,2014-10-01,"Female","Homicide and Related Offences"
3,2014-11-01,"Female","Homicide and Related Offences"
2,2014-12-01,"Female","Homicide and Related Offences"
3,2015-01-01,"Female","Homicide and Related Offences"
4,2015-02-01,"Female","Homicide and Related Offences"
5,2015-03-01,"Female","Homicide and Related Offences"
3,2015-04-01,"Female","Homicide and Related Offences"
2,2015-05-01,"Female","Homicide and Related Offences"
2,2015-06-01,"Female","Homicide and Related Offences"
3,2015-07-01,"Female","Homicide and Related Offences"
2,2015-08-01,"Female","Homicide and Related Offences"
4,2015-09-01,"Female","Homicide and Related Offences"
2,2015-10-01,"Female","Homicide and Related Offences"
1,2015-11-01,"Female","Homicide and Related Offences"
0,2015-12-01,"Female","Homicide and Related Offences"
2,2016-01-01,"Female","Homicide and Related Offences"
4,2016-02-01,"Female","Homicide and Related Offences"
1,2016-03-01,"Female","Homicide and Related Offences"
1,2016-04-01,"Female","Homicide and Related Offences"
9,2016-05-01,"Female","Homicide and Related Offences"
5,2016-06-01,"Female","Homicide and Related Offences"
0,2016-07-01,"Female","Homicide and Related Offences"
1,2016-08-01,"Female","Homicide and Related Offences"
2,2016-09-01,"Female","Homicide and Related Offences"
3,2016-10-01,"Female","Homicide and Related Offences"
2,2016-11-01,"Female","Homicide and Related Offences"
4,2016-12-01,"Female","Homicide and Related Offences"
0,2017-01-01,"Female","Homicide and Related Offences"
0,2017-02-01,"Female","Homicide and Related Offences"
2,2017-03-01,"Female","Homicide and Related Offences"
1,2017-04-01,"Female","Homicide and Related Offences"
3,2017-05-01,"Female","Homicide and Related Offences"
5,2017-06-01,"Female","Homicide and Related Offences"
5,2017-07-01,"Female","Homicide and Related Offences"
7,2017-08-01,"Female","Homicide and Related Offences"
3,2017-09-01,"Female","Homicide and Related Offences"
2,2017-10-01,"Female","Homicide and Related Offences"
3,2017-11-01,"Female","Homicide and Related Offences"
2,2017-12-01,"Female","Homicide and Related Offences"
2,2018-01-01,"Female","Homicide and Related Offences"
5,2018-02-01,"Female","Homicide and Related Offences"
0,2018-03-01,"Female","Homicide and Related Offences"
4,2018-04-01,"Female","Homicide and Related Offences"
9,2018-05-01,"Female","Homicide and Related Offences"
0,2018-06-01,"Female","Homicide and Related Offences"
4,2018-07-01,"Female","Homicide and Related Offences"
4,2018-08-01,"Female","Homicide and Related Offences"
7,2018-09-01,"Female","Homicide and Related Offences"
2,2018-10-01,"Female","Homicide and Related Offences"
1,2018-11-01,"Female","Homicide and Related Offences"
5,2018-12-01,"Female","Homicide and Related Offences"
2,2019-01-01,"Female","Homicide and Related Offences"
2,2019-02-01,"Female","Homicide and Related Offences"
2,2019-03-01,"Female","Homicide and Related Offences"
3,2019-04-01,"Female","Homicide and Related Offences"
2,2019-05-01,"Female","Homicide and Related Offences"
0,2019-06-01,"Female","Homicide and Related Offences"
1,2019-07-01,"Female","Homicide and Related Offences"
4,2019-08-01,"Female","Homicide and Related Offences"
5,2019-09-01,"Female","Homicide and Related Offences"
4,2019-10-01,"Female","Homicide and Related Offences"
4,2019-11-01,"Female","Homicide and Related Offences"
6,2019-12-01,"Female","Homicide and Related Offences"
5,2020-01-01,"Female","Homicide and Related Offences"
4,2020-02-01,"Female","Homicide and Related Offences"
0,2020-03-01,"Female","Homicide and Related Offences"
1,2020-04-01,"Female","Homicide and Related Offences"
1,2020-05-01,"Female","Homicide and Related Offences"
3,2020-06-01,"Female","Homicide and Related Offences"
0,2020-07-01,"Female","Homicide and Related Offences"
4,2020-08-01,"Female","Homicide and Related Offences"
5,2020-09-01,"Female","Homicide and Related Offences"
4,2020-10-01,"Female","Homicide and Related Offences"
3,2020-11-01,"Female","Homicide and Related Offences"
5,2020-12-01,"Female","Homicide and Related Offences"
6,2021-01-01,"Female","Homicide and Related Offences"
3,2021-02-01,"Female","Homicide and Related Offences"
2,2021-03-01,"Female","Homicide and Related Offences"
2,2021-04-01,"Female","Homicide and Related Offences"
5,2021-05-01,"Female","Homicide and Related Offences"
3,2021-06-01,"Female","Homicide and Related Offences"
1,2021-07-01,"Female","Homicide and Related Offences"
3,2021-08-01,"Female","Homicide and Related Offences"
3,2021-09-01,"Female","Homicide and Related Offences"
3,2021-10-01,"Female","Homicide and Related Offences"
6,2021-11-01,"Female","Homicide and Related Offences"
5,2021-12-01,"Female","Homicide and Related Offences"
0,2022-01-01,"Female","Homicide and Related Offences"
0,2022-02-01,"Female","Homicide and Related Offences"
3,2022-03-01,"Female","Homicide and Related Offences"
5,2022-04-01,"Female","Homicide and Related Offences"
0,2022-05-01,"Female","Homicide and Related Offences"
2,2022-06-01,"Female","Homicide and Related Offences"
2,2022-07-01,"Female","Homicide and Related Offences"
6,2022-08-01,"Female","Homicide and Related Offences"
2,2022-09-01,"Female","Homicide and Related Offences"
5,2022-10-01,"Female","Homicide and Related Offences"
7,2022-11-01,"Female","Homicide and Related Offences"
8,2014-07-01,"Male","Homicide and Related Offences"
16,2014-08-01,"Male","Homicide and Related Offences"
11,2014-09-01,"Male","Homicide and Related Offences"
13,2014-10-01,"Male","Homicide and Related Offences"
15,2014-11-01,"Male","Homicide and Related Offences"
13,2014-12-01,"Male","Homicide and Related Offences"
7,2015-01-01,"Male","Homicide and Related Offences"
24,2015-02-01,"Male","Homicide and Related Offences"
9,2015-03-01,"Male","Homicide and Related Offences"
6,2015-04-01,"Male","Homicide and Related Offences"
11,2015-05-01,"Male","Homicide and Related Offences"
11,2015-06-01,"Male","Homicide and Related Offences"
13,2015-07-01,"Male","Homicide and Related Offences"
14,2015-08-01,"Male","Homicide and Related Offences"
7,2015-09-01,"Male","Homicide and Related Offences"
12,2015-10-01,"Male","Homicide and Related Offences"
13,2015-11-01,"Male","Homicide and Related Offences"
15,2015-12-01,"Male","Homicide and Related Offences"
11,2016-01-01,"Male","Homicide and Related Offences"
16,2016-02-01,"Male","Homicide and Related Offences"
14,2016-03-01,"Male","Homicide and Related Offences"
21,2016-04-01,"Male","Homicide and Related Offences"
15,2016-05-01,"Male","Homicide and Related Offences"
12,2016-06-01,"Male","Homicide and Related Offences"
9,2016-07-01,"Male","Homicide and Related Offences"
8,2016-08-01,"Male","Homicide and Related Offences"
10,2016-09-01,"Male","Homicide and Related Offences"
9,2016-10-01,"Male","Homicide and Related Offences"
10,2016-11-01,"Male","Homicide and Related Offences"
2,2016-12-01,"Male","Homicide and Related Offences"
11,2017-01-01,"Male","Homicide and Related Offences"
15,2017-02-01,"Male","Homicide and Related Offences"
15,2017-03-01,"Male","Homicide and Related Offences"
10,2017-04-01,"Male","Homicide and Related Offences"
12,2017-05-01,"Male","Homicide and Related Offences"
15,2017-06-01,"Male","Homicide and Related Offences"
8,2017-07-01,"Male","Homicide and Related Offences"
11,2017-08-01,"Male","Homicide and Related Offences"
13,2017-09-01,"Male","Homicide and Related Offences"
12,2017-10-01,"Male","Homicide and Related Offences"
11,2017-11-01,"Male","Homicide and Related Offences"
6,2017-12-01,"Male","Homicide and Related Offences"
15,2018-01-01,"Male","Homicide and Related Offences"
14,2018-02-01,"Male","Homicide and Related Offences"
5,2018-03-01,"Male","Homicide and Related Offences"
17,2018-04-01,"Male","Homicide and Related Offences"
15,2018-05-01,"Male","Homicide and Related Offences"
11,2018-06-01,"Male","Homicide and Related Offences"
20,2018-07-01,"Male","Homicide and Related Offences"
8,2018-08-01,"Male","Homicide and Related Offences"
15,2018-09-01,"Male","Homicide and Related Offences"
12,2018-10-01,"Male","Homicide and Related Offences"
18,2018-11-01,"Male","Homicide and Related Offences"
24,2018-12-01,"Male","Homicide and Related Offences"
6,2019-01-01,"Male","Homicide and Related Offences"
17,2019-02-01,"Male","Homicide and Related Offences"
11,2019-03-01,"Male","Homicide and Related Offences"
15,2019-04-01,"Male","Homicide and Related Offences"
10,2019-05-01,"Male","Homicide and Related Offences"
14,2019-06-01,"Male","Homicide and Related Offences"
17,2019-07-01,"Male","Homicide and Related Offences"
12,2019-08-01,"Male","Homicide and Related Offences"
12,2019-09-01,"Male","Homicide and Related Offences"
18,2019-10-01,"Male","Homicide and Related Offences"
14,2019-11-01,"Male","Homicide and Related Offences"
12,2019-12-01,"Male","Homicide and Related Offences"
11,2020-01-01,"Male","Homicide and Related Offences"
13,2020-02-01,"Male","Homicide and Related Offences"
11,2020-03-01,"Male","Homicide and Related Offences"
8,2020-04-01,"Male","Homicide and Related Offences"
21,2020-05-01,"Male","Homicide and Related Offences"
17,2020-06-01,"Male","Homicide and Related Offences"
9,2020-07-01,"Male","Homicide and Related Offences"
9,2020-08-01,"Male","Homicide and Related Offences"
14,2020-09-01,"Male","Homicide and Related Offences"
10,2020-10-01,"Male","Homicide and Related Offences"
9,2020-11-01,"Male","Homicide and Related Offences"
8,2020-12-01,"Male","Homicide and Related Offences"
11,2021-01-01,"Male","Homicide and Related Offences"
5,2021-02-01,"Male","Homicide and Related Offences"
15,2021-03-01,"Male","Homicide and Related Offences"
16,2021-04-01,"Male","Homicide and Related Offences"
12,2021-05-01,"Male","Homicide and Related Offences"
10,2021-06-01,"Male","Homicide and Related Offences"
6,2021-07-01,"Male","Homicide and Related Offences"
10,2021-08-01,"Male","Homicide and Related Offences"
11,2021-09-01,"Male","Homicide and Related Offences"
14,2021-10-01,"Male","Homicide and Related Offences"
15,2021-11-01,"Male","Homicide and Related Offences"
15,2021-12-01,"Male","Homicide and Related Offences"
15,2022-01-01,"Male","Homicide and Related Offences"
14,2022-02-01,"Male","Homicide and Related Offences"
10,2022-03-01,"Male","Homicide and Related Offences"
9,2022-04-01,"Male","Homicide and Related Offences"
10,2022-05-01,"Male","Homicide and Related Offences"
15,2022-06-01,"Male","Homicide and Related Offences"
22,2022-07-01,"Male","Homicide and Related Offences"
14,2022-08-01,"Male","Homicide and Related Offences"
12,2022-09-01,"Male","Homicide and Related Offences"
16,2022-10-01,"Male","Homicide and Related Offences"
14,2022-11-01,"Male","Homicide and Related Offences"
133,2014-07-01,"Female","Illicit Drug Offences"
152,2014-08-01,"Female","Illicit Drug Offences"
168,2014-09-01,"Female","Illicit Drug Offences"
123,2014-10-01,"Female","Illicit Drug Offences"
129,2014-11-01,"Female","Illicit Drug Offences"
159,2014-12-01,"Female","Illicit Drug Offences"
117,2015-01-01,"Female","Illicit Drug Offences"
142,2015-02-01,"Female","Illicit Drug Offences"
171,2015-03-01,"Female","Illicit Drug Offences"
144,2015-04-01,"Female","Illicit Drug Offences"
159,2015-05-01,"Female","Illicit Drug Offences"
147,2015-06-01,"Female","Illicit Drug Offences"
109,2015-07-01,"Female","Illicit Drug Offences"
152,2015-08-01,"Female","Illicit Drug Offences"
115,2015-09-01,"Female","Illicit Drug Offences"
142,2015-10-01,"Female","Illicit Drug Offences"
112,2015-11-01,"Female","Illicit Drug Offences"
157,2015-12-01,"Female","Illicit Drug Offences"
119,2016-01-01,"Female","Illicit Drug Offences"
160,2016-02-01,"Female","Illicit Drug Offences"
184,2016-03-01,"Female","Illicit Drug Offences"
191,2016-04-01,"Female","Illicit Drug Offences"
180,2016-05-01,"Female","Illicit Drug Offences"
201,2016-06-01,"Female","Illicit Drug Offences"
160,2016-07-01,"Female","Illicit Drug Offences"
164,2016-08-01,"Female","Illicit Drug Offences"
134,2016-09-01,"Female","Illicit Drug Offences"
136,2016-10-01,"Female","Illicit Drug Offences"
137,2016-11-01,"Female","Illicit Drug Offences"
188,2016-12-01,"Female","Illicit Drug Offences"
163,2017-01-01,"Female","Illicit Drug Offences"
193,2017-02-01,"Female","Illicit Drug Offences"
201,2017-03-01,"Female","Illicit Drug Offences"
150,2017-04-01,"Female","Illicit Drug Offences"
158,2017-05-01,"Female","Illicit Drug Offences"
137,2017-06-01,"Female","Illicit Drug Offences"
163,2017-07-01,"Female","Illicit Drug Offences"
155,2017-08-01,"Female","Illicit Drug Offences"
143,2017-09-01,"Female","Illicit Drug Offences"
121,2017-10-01,"Female","Illicit Drug Offences"
144,2017-11-01,"Female","Illicit Drug Offences"
170,2017-12-01,"Female","Illicit Drug Offences"
162,2018-01-01,"Female","Illicit Drug Offences"
162,2018-02-01,"Female","Illicit Drug Offences"
173,2018-03-01,"Female","Illicit Drug Offences"
184,2018-04-01,"Female","Illicit Drug Offences"
185,2018-05-01,"Female","Illicit Drug Offences"
166,2018-06-01,"Female","Illicit Drug Offences"
147,2018-07-01,"Female","Illicit Drug Offences"
174,2018-08-01,"Female","Illicit Drug Offences"
151,2018-09-01,"Female","Illicit Drug Offences"
141,2018-10-01,"Female","Illicit Drug Offences"
154,2018-11-01,"Female","Illicit Drug Offences"
160,2018-12-01,"Female","Illicit Drug Offences"
154,2019-01-01,"Female","Illicit Drug Offences"
164,2019-02-01,"Female","Illicit Drug Offences"
192,2019-03-01,"Female","Illicit Drug Offences"
171,2019-04-01,"Female","Illicit Drug Offences"
191,2019-05-01,"Female","Illicit Drug Offences"
185,2019-06-01,"Female","Illicit Drug Offences"
197,2019-07-01,"Female","Illicit Drug Offences"
154,2019-08-01,"Female","Illicit Drug Offences"
181,2019-09-01,"Female","Illicit Drug Offences"
188,2019-10-01,"Female","Illicit Drug Offences"
144,2019-11-01,"Female","Illicit Drug Offences"
141,2019-12-01,"Female","Illicit Drug Offences"
166,2020-01-01,"Female","Illicit Drug Offences"
202,2020-02-01,"Female","Illicit Drug Offences"
206,2020-03-01,"Female","Illicit Drug Offences"
266,2020-04-01,"Female","Illicit Drug Offences"
240,2020-05-01,"Female","Illicit Drug Offences"
210,2020-06-01,"Female","Illicit Drug Offences"
197,2020-07-01,"Female","Illicit Drug Offences"
171,2020-08-01,"Female","Illicit Drug Offences"
199,2020-09-01,"Female","Illicit Drug Offences"
129,2020-10-01,"Female","Illicit Drug Offences"
150,2020-11-01,"Female","Illicit Drug Offences"
156,2020-12-01,"Female","Illicit Drug Offences"
155,2021-01-01,"Female","Illicit Drug Offences"
142,2021-02-01,"Female","Illicit Drug Offences"
177,2021-03-01,"Female","Illicit Drug Offences"
175,2021-04-01,"Female","Illicit Drug Offences"
140,2021-05-01,"Female","Illicit Drug Offences"
160,2021-06-01,"Female","Illicit Drug Offences"
125,2021-07-01,"Female","Illicit Drug Offences"
128,2021-08-01,"Female","Illicit Drug Offences"
112,2021-09-01,"Female","Illicit Drug Offences"
115,2021-10-01,"Female","Illicit Drug Offences"
100,2021-11-01,"Female","Illicit Drug Offences"
123,2021-12-01,"Female","Illicit Drug Offences"
103,2022-01-01,"Female","Illicit Drug Offences"
112,2022-02-01,"Female","Illicit Drug Offences"
112,2022-03-01,"Female","Illicit Drug Offences"
123,2022-04-01,"Female","Illicit Drug Offences"
131,2022-05-01,"Female","Illicit Drug Offences"
102,2022-06-01,"Female","Illicit Drug Offences"
122,2022-07-01,"Female","Illicit Drug Offences"
103,2022-08-01,"Female","Illicit Drug Offences"
118,2022-09-01,"Female","Illicit Drug Offences"
114,2022-10-01,"Female","Illicit Drug Offences"
121,2022-11-01,"Female","Illicit Drug Offences"
453,2014-07-01,"Male","Illicit Drug Offences"
478,2014-08-01,"Male","Illicit Drug Offences"
448,2014-09-01,"Male","Illicit Drug Offences"
445,2014-10-01,"Male","Illicit Drug Offences"
399,2014-11-01,"Male","Illicit Drug Offences"
476,2014-12-01,"Male","Illicit Drug Offences"
427,2015-01-01,"Male","Illicit Drug Offences"
430,2015-02-01,"Male","Illicit Drug Offences"
525,2015-03-01,"Male","Illicit Drug Offences"
471,2015-04-01,"Male","Illicit Drug Offences"
525,2015-05-01,"Male","Illicit Drug Offences"
487,2015-06-01,"Male","Illicit Drug Offences"
465,2015-07-01,"Male","Illicit Drug Offences"
466,2015-08-01,"Male","Illicit Drug Offences"
433,2015-09-01,"Male","Illicit Drug Offences"
393,2015-10-01,"Male","Illicit Drug Offences"
396,2015-11-01,"Male","Illicit Drug Offences"
468,2015-12-01,"Male","Illicit Drug Offences"
383,2016-01-01,"Male","Illicit Drug Offences"
463,2016-02-01,"Male","Illicit Drug Offences"
496,2016-03-01,"Male","Illicit Drug Offences"
547,2016-04-01,"Male","Illicit Drug Offences"
500,2016-05-01,"Male","Illicit Drug Offences"
558,2016-06-01,"Male","Illicit Drug Offences"
486,2016-07-01,"Male","Illicit Drug Offences"
477,2016-08-01,"Male","Illicit Drug Offences"
445,2016-09-01,"Male","Illicit Drug Offences"
393,2016-10-01,"Male","Illicit Drug Offences"
397,2016-11-01,"Male","Illicit Drug Offences"
481,2016-12-01,"Male","Illicit Drug Offences"
414,2017-01-01,"Male","Illicit Drug Offences"
469,2017-02-01,"Male","Illicit Drug Offences"
466,2017-03-01,"Male","Illicit Drug Offences"
423,2017-04-01,"Male","Illicit Drug Offences"
454,2017-05-01,"Male","Illicit Drug Offences"
419,2017-06-01,"Male","Illicit Drug Offences"
405,2017-07-01,"Male","Illicit Drug Offences"
488,2017-08-01,"Male","Illicit Drug Offences"
419,2017-09-01,"Male","Illicit Drug Offences"
362,2017-10-01,"Male","Illicit Drug Offences"
399,2017-11-01,"Male","Illicit Drug Offences"
472,2017-12-01,"Male","Illicit Drug Offences"
426,2018-01-01,"Male","Illicit Drug Offences"
446,2018-02-01,"Male","Illicit Drug Offences"
493,2018-03-01,"Male","Illicit Drug Offences"
495,2018-04-01,"Male","Illicit Drug Offences"
553,2018-05-01,"Male","Illicit Drug Offences"
447,2018-06-01,"Male","Illicit Drug Offences"
471,2018-07-01,"Male","Illicit Drug Offences"
514,2018-08-01,"Male","Illicit Drug Offences"
436,2018-09-01,"Male","Illicit Drug Offences"
398,2018-10-01,"Male","Illicit Drug Offences"
469,2018-11-01,"Male","Illicit Drug Offences"
482,2018-12-01,"Male","Illicit Drug Offences"
422,2019-01-01,"Male","Illicit Drug Offences"
422,2019-02-01,"Male","Illicit Drug Offences"
495,2019-03-01,"Male","Illicit Drug Offences"
516,2019-04-01,"Male","Illicit Drug Offences"
513,2019-05-01,"Male","Illicit Drug Offences"
443,2019-06-01,"Male","Illicit Drug Offences"
472,2019-07-01,"Male","Illicit Drug Offences"
484,2019-08-01,"Male","Illicit Drug Offences"
462,2019-09-01,"Male","Illicit Drug Offences"
481,2019-10-01,"Male","Illicit Drug Offences"
439,2019-11-01,"Male","Illicit Drug Offences"
479,2019-12-01,"Male","Illicit Drug Offences"
467,2020-01-01,"Male","Illicit Drug Offences"
476,2020-02-01,"Male","Illicit Drug Offences"
512,2020-03-01,"Male","Illicit Drug Offences"
623,2020-04-01,"Male","Illicit Drug Offences"
616,2020-05-01,"Male","Illicit Drug Offences"
563,2020-06-01,"Male","Illicit Drug Offences"
504,2020-07-01,"Male","Illicit Drug Offences"
465,2020-08-01,"Male","Illicit Drug Offences"
498,2020-09-01,"Male","Illicit Drug Offences"
417,2020-10-01,"Male","Illicit Drug Offences"
368,2020-11-01,"Male","Illicit Drug Offences"
426,2020-12-01,"Male","Illicit Drug Offences"
360,2021-01-01,"Male","Illicit Drug Offences"
360,2021-02-01,"Male","Illicit Drug Offences"
442,2021-03-01,"Male","Illicit Drug Offences"
463,2021-04-01,"Male","Illicit Drug Offences"
401,2021-05-01,"Male","Illicit Drug Offences"
