"","words","word_num","Freq","threshold"
"924","testimony",224,0,0.6
"925","participants",225,0,0.6
"926","found",226,0,0.6
"927","'noteworthy'.",227,0,0.6
"928","We",228,0,0.6
"929","also",229,0,0.6
"930","conducted",230,0.144827586206897,0.6
"931","a",231,0.344827586206897,0.6
"932","study",232,0.489655172413793,0.6
"933","on",233,0.489655172413793,0.6
"934","response",234,0.489655172413793,0.6
"935","types",235,0.344827586206897,0.6
"936","to",236,0.501077586206897,0.6
"937","determine",237,0.55625,0.6
"938","the",238,0.75625,0.6
"939","consistency",239,0.95625,0.6
"940","of",240,1.15625,0.6
"941","participant",241,1,0.6
"942","responses",242,1,0.6
"943","across",243,1,0.6
"944","response",244,1,0.6
"945","types,",245,1,0.6
"946","compare",246,1,0.6
"947","a",247,1,0.6
"948","variety",248,1,0.6
"949","of",249,1,0.6
"950","response",250,1,0.6
"951","types,",251,1,0.6
"952","and",252,1,0.6
"953","determine",253,1,0.6
"954","which",254,1,0.6
"955","response",255,1,0.6
"956","type",256,1,0.6
"957","may",257,1,0.6
"958","be",258,1,0.6
"959","appropriately",259,1,0.6
"960","calibrated",260,1,0.6
"961","for",261,1,0.6
"962","addressing",262,1,0.6
"963","the",263,1,0.6
"964","initial",264,1,0.6
"965","research",265,1,0.6
"966","question",266,1,0.6
"967","of",267,1,0.6
"968","jury",268,1,0.6
"969","perception",269,1,0.6
"970","of",270,1.25833333333333,0.6
"971","algorithms",271,1.48956256921373,0.6
"972","and",272,1.28956256921373,0.6
"973","demonstrative",273,1.08956256921373,0.6
"974","evidence.",274,0.889562569213732,0.6
"975","The",275,0.779377384028547,0.6
"976","response",276,0.548148148148148,0.6
"977","types",277,0.748148148148148,0.6
"978","used",278,0.948148148148148,0.6
"979","in",279,1.14814814814815,0.6
"980","this",280,1,0.6
"981","investigation",281,1,0.6
"982","include",282,1,0.6
"983","the",283,1,0.6
"984","participant's",284,1,0.6
"985","interpretation",285,1,0.6
"986","of",286,1.74074074074074,0.6
"987","the",287,1.74074074074074,0.6
"988","strength",288,1.74074074074074,0.6
"989","of",289,1.74074074074074,0.6
"990","evidence",290,1.74074074074074,0.6
"991","(Likert",291,1,0.6
"992","scale),",292,1,0.6
"993","conviction",293,1,0.6
"994","decision",294,1,0.6
"995","(binary),",295,1,0.6
"996","opinion",296,1,0.6
"997","of",297,1,0.6
"998","guilt",298,1,0.6
"999","(binary),",299,1,0.6
"1000","willingness",300,1,0.6
"1001","to",301,1,0.6
"1002","bet",302,1,0.6
"1003","on",303,1,0.6
"1004","their",304,1,0.6
"1005","opinion",305,1,0.6
"1006","of",306,1,0.6
"1007","guilt",307,1,0.6
"1008","(numeric),",308,1,0.6
"1009","probability",309,1,0.6
"1010","of",310,1,0.6
"1011","guilt",311,1,0.6
"1012","(numeric),",312,1,0.6
"1013","and",313,1,0.6
"1014","chance",314,1,0.6
"1015","of",315,1,0.6
"1016","guilt",316,1,0.6
"1017","/innocence",317,1,0.6
"1018","(numeric",318,0.8,0.6
"1019","or",319,0.6,0.6
"1020","multiple",320,0.4,0.6
"1021","choice).",321,0.2,0.6
"1022","The",322,0,0.6
"1023","note",323,0,0.6
"1024","cleaning,",324,0,0.6
"1025","text",325,0,0.6
"1026","analysis,",326,0,0.6
"1027","and",327,0,0.6
"1028","testimony",328,0,0.6
"1029","tools",329,0,0.6
"1030","we",330,0,0.6
"1031","developed",331,0,0.6
"1032","throughout",332,0,0.6
"1033","this",333,0,0.6
"1034","series",334,0,0.6
"1035","of",335,0,0.6
"1036","experiments",336,0,0.6
"1037","will",337,0,0.6
"1038","benefit",338,0,0.6
"1039","our",339,0,0.6
"1040","future",340,0,0.6
"1041","research",341,0,0.6
"1042","in",342,0,0.6
"1043","jury",343,0,0.6
"1044","perception,",344,0,0.6
"1045","as",345,0,0.6
"1046","well",346,0,0.6
"1047","as",347,0,0.6
"1048","future",348,0,0.6
"1049","transcript",349,0,0.6
"1050","studies.",350,0,0.6
"1051","Subjective",1,2,0.65
"1052","pattern",2,2,0.65
"1053","comparison",3,2,0.65
"1054","has",4,2,0.65
"1055","been",5,2,0.65
"1056","subject",6,2,0.65
"1057","to",7,2,0.65
"1058","increased",8,2,0.65
"1059","scrutiny",9,2,0.65
"1060","by",10,2,0.65
"1061","the",11,2,0.65
"1062","courts",12,2,0.65
"1063","and",13,2,0.65
"1064","by",14,2,0.65
"1065","the",15,2,0.65
"1066","general",16,2,0.65
"1067","public,",17,2,0.65
"1068","resulting",18,2,0.65
"1069","in",19,2.63960113960114,0.65
"1070","an",20,2.63960113960114,0.65
"1071","increased",21,2.63960113960114,0.65
"1072","interest",22,2.63960113960114,0.65
"1073","in",23,2.63960113960114,0.65
"1074","pattern",24,2,0.65
"1075","comparison",25,2,0.65
"1076","algorithms",26,2,0.65
"1077","that",27,2,0.65
"1078","provide",28,2,0.65
"1079","quantitative",29,2,0.65
"1080","assessments",30,2,0.65
"1081","of",31,2,0.65
"1082","similarity",32,2,0.65
"1083","for",33,2,0.65
"1084","use",34,1.95483870967742,0.65
"1085","by",35,1.75483870967742,0.65
"1086","forensic",36,1.55483870967742,0.65
"1087","scientists.",37,1.35483870967742,0.65
"1088","While",38,1.15483870967742,0.65
"1089","these",39,1,0.65
"1090","algorithms",40,1,0.65
"1091","would",41,1,0.65
"1092","mark",42,1,0.65
"1093","an",43,1,0.65
"1094","improvement",44,1,0.65
"1095","over",45,1,0.65
"1096","current",46,1,0.65
"1097","subjective",47,1,0.65
"1098","comparison",48,1,0.65
"1099","methods,",49,1,0.65
"1100","individuals",50,1,0.65
"1101","without",51,1,0.65
"1102","a",52,1,0.65
"1103","statistical",53,1,0.65
"1104","background",54,1,0.65
"1105","may",55,1,0.65
"1106","struggle",56,1,0.65
"1107","with",57,1,0.65
"1108","the",58,1,0.65
"1109","statistical",59,1,0.65
"1110","concepts",60,1,0.65
"1111","and",61,1,0.65
"1112","language",62,1,0.65
"1113","necessary",63,1,0.65
"1114","for",64,1,0.65
"1115","describing",65,1,0.65
"1116","algorithmic",66,1,0.65
"1117","methods.",67,1,0.65
"1118","If",68,1.34166666666667,0.65
"1119","algorithms",69,1.54166666666667,0.65
"1120","are",70,1.74166666666667,0.65
"1121","to",71,1.94166666666667,0.65
"1122","be",72,2.14166666666667,0.65
"1123","used,",73,2,0.65
"1124","examiners",74,2,0.65
"1125","must",75,2,0.65
"1126","be",76,2,0.65
"1127","able",77,2,0.65
"1128","to",78,2,0.65
"1129","testify",79,2,0.65
"1130","about",80,2,0.65
"1131","their",81,2,0.65
"1132","use",82,2,0.65
"1133","in",83,2,0.65
"1134","a",84,2,0.65
"1135","way",85,2,0.65
"1136","that",86,2,0.65
"1137","is",87,2,0.65
"1138","accessible",88,1.97391304347826,0.65
"1139","to",89,1.77391304347826,0.65
"1140","the",90,1.57391304347826,0.65
"1141","jury.",91,1.37391304347826,0.65
"1142","In",92,1.37391304347826,0.65
"1143","a",93,1.4,0.65
"1144","series",94,1.6,0.65
"1145","of",95,1.78095238095238,0.65
"1146","studies,",96,1.58095238095238,0.65
"1147","we",97,1.18095238095238,0.65
"1148","conduct",98,0.780952380952381,0.65
"1149","an",99,0.671861471861472,0.65
"1150","assessment",100,0.690909090909091,0.65
"1151","of",101,1.09090909090909,0.65
"1152","language",102,1.49090909090909,0.65
"1153","and",103,1.89090909090909,0.65
"1154","supporting",104,2,0.65
"1155","visual",105,2,0.65
"1156","aids",106,2,0.65
"1157","which",107,2,0.65
"1158","might",108,2,0.65
"1159","be",109,2,0.65
"1160","used",110,2,0.65
"1161","to",111,2,0.65
"1162","explain",112,2,0.65
"1163","bullet",113,1.975,0.65
"1164","matching",114,1.575,0.65
"1165","algorithms.",115,1.175,0.65
"1166","In",116,0.775,0.65
"1167","the",117,0.375,0.65
"1168","initial",118,0,0.65
"1169","study,",119,0,0.65
"1170","we",120,0,0.65
"1171","encountered",121,0,0.65
"1172","a",122,0.151515151515152,0.65
"1173","response",123,0.151515151515152,0.65
"1174","type",124,0.151515151515152,0.65
"1175","calibration",125,0.151515151515152,0.65
"1176","issue",126,0.293620414673046,0.65
"1177","-",127,NA,0.65
"1178","individuals",128,0.342105263157895,0.65
"1179","thought",129,0.542105263157895,0.65
"1180","highly",130,0.742105263157895,0.65
"1181","of",131,0.942105263157895,0.65
"1182","the",132,1,0.65
"1183","forensic",133,1,0.65
"1184","witness",134,1,0.65
"1185","and",135,1,0.65
"1186","evidence",136,1,0.65
"1187","regardless",137,1,0.65
"1188","of",138,1,0.65
"1189","experimental",139,1,0.65
"1190","conditions,",140,1,0.65
"1191","'maxing",141,1,0.65
"1192","out'",142,1,0.65
"1193","Likert",143,1,0.65
"1194","response",144,1,0.65
"1195","scales",145,1,0.65
"1196","and",146,1,0.65
"1197","leaving",147,1,0.65
"1198","us",148,1,0.65
"1199","unable",149,1,0.65
"1200","to",150,1,0.65
"1201","tell",151,1,0.65
"1202","if",152,1,0.65
"1203","the",153,1,0.65
"1204","conditions",154,1,0.65
"1205","had",155,1,0.65
"1206","any",156,1,0.65
"1207","effect.",157,1,0.65
"1208","While",158,1,0.65
"1209","this",159,1,0.65
"1210","study",160,1,0.65
"1211","indicated",161,1,0.65
"1212","that",162,1,0.65
"1213","individuals",163,1,0.65
"1214","overall",164,1,0.65
"1215","found",165,1,0.65
"1216","the",166,1,0.65
"1217","testimony",167,1,0.65
"1218","to",168,1,0.65
"1219","be",169,1,0.65
"1220","reliable,",170,1,0.65
"1221","credible,",171,1,0.65
"1222","and",172,1,0.65
"1223","scientific,",173,1,0.65
"1224","it",174,1,0.65
"1225","did",175,1,0.65
"1226","not",176,1,0.65
"1227","readily",177,1,0.65
"1228","provide",178,1,0.65
"1229","information",179,1,0.65
"1230","about",180,1.14,0.65
"1231","our",181,0.94,0.65
"1232","question",182,0.74,0.65
"1233","of",183,0.54,0.65
"1234","interest.",184,0.34,0.65
"1235","Additional",185,0,0.65
"1236","data",186,0,0.65
"1237","from",187,0,0.65
"1238","this",188,0,0.65
"1239","study",189,0,0.65
"1240","was",190,0,0.65
"1241","found",191,0,0.65
"1242","in",192,0,0.65
"1243","the",193,0,0.65
"1244","participants'",194,0,0.65
"1245","note",195,0,0.65
"1246","pads.",196,0,0.65
"1247","Through",197,0,0.65
"1248","cleaning",198,0,0.65
"1249","sequential",199,0,0.65
"1250","notes",200,0,0.65
"1251","and",201,0,0.65
"1252","designing",202,0,0.65
"1253","a",203,0,0.65
"1254","method",204,0,0.65
"1255","for",205,0,0.65
"1256","highlighting",206,0,0.65
"1257","study",207,0,0.65
"1258","transcripts",208,0,0.65
"1259","according",209,0,0.65
"1260","to",210,0,0.65
"1261","the",211,0,0.65
"1262","frequency",212,0,0.65
"1263","of",213,0,0.65
"1264","collocations",214,0,0.65
"1265","in",215,0,0.65
"1266","participant",216,0,0.65
"1267","notes,",217,0,0.65
"1268","we",218,0,0.65
"1269","can",219,0,0.65
"1270","determine",220,0,0.65
"1271","which",221,0,0.65
"1272","portions",222,0,0.65
"1273","of",223,0,0.65
"1274","testimony",224,0,0.65
"1275","participants",225,0,0.65
"1276","found",226,0,0.65
"1277","'noteworthy'.",227,0,0.65
"1278","We",228,0,0.65
"1279","also",229,0,0.65
"1280","conducted",230,0.144827586206897,0.65
"1281","a",231,0.344827586206897,0.65
"1282","study",232,0.489655172413793,0.65
"1283","on",233,0.489655172413793,0.65
"1284","response",234,0.489655172413793,0.65
"1285","types",235,0.344827586206897,0.65
"1286","to",236,0.501077586206897,0.65
"1287","determine",237,0.55625,0.65
"1288","the",238,0.75625,0.65
"1289","consistency",239,0.95625,0.65
"1290","of",240,1.15625,0.65
"1291","participant",241,1,0.65
"1292","responses",242,1,0.65
"1293","across",243,1,0.65
"1294","response",244,1,0.65
"1295","types,",245,1,0.65
"1296","compare",246,1,0.65
"1297","a",247,1,0.65
"1298","variety",248,1,0.65
"1299","of",249,1,0.65
"1300","response",250,1,0.65
"1301","types,",251,1,0.65
"1302","and",252,1,0.65
"1303","determine",253,1,0.65
"1304","which",254,1,0.65
"1305","response",255,1,0.65
"1306","type",256,1,0.65
"1307","may",257,1,0.65
"1308","be",258,1,0.65
"1309","appropriately",259,1,0.65
"1310","calibrated",260,1,0.65
"1311","for",261,1,0.65
"1312","addressing",262,1,0.65
"1313","the",263,1,0.65
"1314","initial",264,1,0.65
"1315","research",265,1,0.65
"1316","question",266,1,0.65
"1317","of",267,1,0.65
"1318","jury",268,1,0.65
"1319","perception",269,1,0.65
"1320","of",270,1,0.65
"1321","algorithms",271,1.2312292358804,0.65
"1322","and",272,1.0312292358804,0.65
"1323","demonstrative",273,0.831229235880399,0.65
"1324","evidence.",274,0.631229235880399,0.65
"1325","The",275,0.779377384028547,0.65
"1326","response",276,0.548148148148148,0.65
"1327","types",277,0.748148148148148,0.65
"1328","used",278,0.948148148148148,0.65
"1329","in",279,1.14814814814815,0.65
"1330","this",280,1,0.65
"1331","investigation",281,1,0.65
"1332","include",282,1,0.65
"1333","the",283,1,0.65
"1334","participant's",284,1,0.65
"1335","interpretation",285,1,0.65
"1336","of",286,1.62074074074074,0.65
"1337","the",287,1.62074074074074,0.65
"1338","strength",288,1.62074074074074,0.65
"1339","of",289,1.62074074074074,0.65
"1340","evidence",290,1.62074074074074,0.65
"1341","(Likert",291,1,0.65
"1342","scale),",292,1,0.65
"1343","conviction",293,1,0.65
"1344","decision",294,1,0.65
"1345","(binary),",295,1,0.65
"1346","opinion",296,1,0.65
"1347","of",297,1,0.65
"1348","guilt",298,1,0.65
"1349","(binary),",299,1,0.65
"1350","willingness",300,1,0.65
"1351","to",301,1,0.65
"1352","bet",302,1,0.65
"1353","on",303,1,0.65
"1354","their",304,1,0.65
"1355","opinion",305,1,0.65
"1356","of",306,1,0.65
"1357","guilt",307,1,0.65
"1358","(numeric),",308,1,0.65
"1359","probability",309,1,0.65
"1360","of",310,1,0.65
"1361","guilt",311,1,0.65
"1362","(numeric),",312,1,0.65
"1363","and",313,1,0.65
"1364","chance",314,1,0.65
"1365","of",315,1,0.65
"1366","guilt",316,1,0.65
"1367","/innocence",317,1,0.65
"1368","(numeric",318,0.8,0.65
"1369","or",319,0.6,0.65
"1370","multiple",320,0.4,0.65
"1371","choice).",321,0.2,0.65
"1372","The",322,0,0.65
"1373","note",323,0,0.65
"1374","cleaning,",324,0,0.65
"1375","text",325,0,0.65
"1376","analysis,",326,0,0.65
"1377","and",327,0,0.65
"1378","testimony",328,0,0.65
"1379","tools",329,0,0.65
"1380","we",330,0,0.65
"1381","developed",331,0,0.65
"1382","throughout",332,0,0.65
"1383","this",333,0,0.65
"1384","series",334,0,0.65
"1385","of",335,0,0.65
"1386","experiments",336,0,0.65
"1387","will",337,0,0.65
"1388","benefit",338,0,0.65
"1389","our",339,0,0.65
"1390","future",340,0,0.65
"1391","research",341,0,0.65
"1392","in",342,0,0.65
"1393","jury",343,0,0.65
"1394","perception,",344,0,0.65
"1395","as",345,0,0.65
"1396","well",346,0,0.65
"1397","as",347,0,0.65
"1398","future",348,0,0.65
"1399","transcript",349,0,0.65
"1400","studies.",350,0,0.65
"1401","Subjective",1,2,0.7
"1402","pattern",2,2,0.7
"1403","comparison",3,2,0.7
"1404","has",4,2,0.7
"1405","been",5,2,0.7
"1406","subject",6,2,0.7
"1407","to",7,2,0.7
"1408","increased",8,2,0.7
"1409","scrutiny",9,2,0.7
"1410","by",10,2,0.7
"1411","the",11,2,0.7
"1412","courts",12,2,0.7
"1413","and",13,2,0.7
"1414","by",14,2,0.7
"1415","the",15,2,0.7
"1416","general",16,2,0.7
"1417","public,",17,2,0.7
"1418","resulting",18,2,0.7
"1419","in",19,2.63960113960114,0.7
"1420","an",20,2.63960113960114,0.7
"1421","increased",21,2.63960113960114,0.7
"1422","interest",22,2.63960113960114,0.7
"1423","in",23,2.63960113960114,0.7
"1424","pattern",24,2,0.7
"1425","comparison",25,2,0.7
"1426","algorithms",26,2,0.7
"1427","that",27,2,0.7
"1428","provide",28,2,0.7
"1429","quantitative",29,2,0.7
"1430","assessments",30,2,0.7
"1431","of",31,2,0.7
"1432","similarity",32,2,0.7
"1433","for",33,2,0.7
"1434","use",34,1.95483870967742,0.7
"1435","by",35,1.75483870967742,0.7
"1436","forensic",36,1.55483870967742,0.7
"1437","scientists.",37,1.35483870967742,0.7
"1438","While",38,1.15483870967742,0.7
"1439","these",39,1,0.7
"1440","algorithms",40,1,0.7
"1441","would",41,1,0.7
"1442","mark",42,1,0.7
"1443","an",43,1,0.7
"1444","improvement",44,1,0.7
"1445","over",45,1,0.7
"1446","current",46,1,0.7
"1447","subjective",47,1,0.7
"1448","comparison",48,1,0.7
"1449","methods,",49,1,0.7
"1450","individuals",50,1,0.7
"1451","without",51,1,0.7
"1452","a",52,1,0.7
"1453","statistical",53,1,0.7
"1454","background",54,1,0.7
"1455","may",55,1,0.7
"1456","struggle",56,1,0.7
"1457","with",57,1,0.7
"1458","the",58,1,0.7
"1459","statistical",59,1,0.7
"1460","concepts",60,1,0.7
"1461","and",61,1,0.7
"1462","language",62,1,0.7
"1463","necessary",63,1,0.7
"1464","for",64,1,0.7
"1465","describing",65,1,0.7
"1466","algorithmic",66,1,0.7
"1467","methods.",67,1,0.7
"1468","If",68,1.34166666666667,0.7
"1469","algorithms",69,1.54166666666667,0.7
"1470","are",70,1.74166666666667,0.7
"1471","to",71,1.94166666666667,0.7
"1472","be",72,2.14166666666667,0.7
"1473","used,",73,2,0.7
"1474","examiners",74,2,0.7
"1475","must",75,2,0.7
"1476","be",76,2,0.7
"1477","able",77,2,0.7
"1478","to",78,2,0.7
"1479","testify",79,2,0.7
"1480","about",80,2,0.7
"1481","their",81,2,0.7
"1482","use",82,2,0.7
"1483","in",83,2,0.7
"1484","a",84,2,0.7
"1485","way",85,2,0.7
"1486","that",86,2,0.7
"1487","is",87,2,0.7
"1488","accessible",88,1.97391304347826,0.7
"1489","to",89,1.77391304347826,0.7
"1490","the",90,1.57391304347826,0.7
"1491","jury.",91,1.37391304347826,0.7
"1492","In",92,1.37391304347826,0.7
"1493","a",93,1.4,0.7
"1494","series",94,1.6,0.7
"1495","of",95,1.78095238095238,0.7
"1496","studies,",96,1.58095238095238,0.7
"1497","we",97,1.18095238095238,0.7
"1498","conduct",98,0.780952380952381,0.7
"1499","an",99,0.671861471861472,0.7
"1500","assessment",100,0.690909090909091,0.7
"1501","of",101,1.09090909090909,0.7
"1502","language",102,1.49090909090909,0.7
"1503","and",103,1.89090909090909,0.7
"1504","supporting",104,2,0.7
"1505","visual",105,2,0.7
"1506","aids",106,2,0.7
"1507","which",107,2,0.7
"1508","might",108,2,0.7
"1509","be",109,2,0.7
"1510","used",110,2,0.7
"1511","to",111,2,0.7
"1512","explain",112,2,0.7
"1513","bullet",113,1.975,0.7
"1514","matching",114,1.575,0.7
"1515","algorithms.",115,1.175,0.7
"1516","In",116,0.775,0.7
"1517","the",117,0.375,0.7
"1518","initial",118,0,0.7
"1519","study,",119,0,0.7
"1520","we",120,0,0.7
"1521","encountered",121,0,0.7
"1522","a",122,0.151515151515152,0.7
"1523","response",123,0.151515151515152,0.7
"1524","type",124,0.151515151515152,0.7
"1525","calibration",125,0.151515151515152,0.7
"1526","issue",126,0.293620414673046,0.7
"1527","-",127,NA,0.7
"1528","individuals",128,0.342105263157895,0.7
"1529","thought",129,0.542105263157895,0.7
"1530","highly",130,0.742105263157895,0.7
"1531","of",131,0.942105263157895,0.7
"1532","the",132,1,0.7
"1533","forensic",133,1,0.7
"1534","witness",134,1,0.7
"1535","and",135,1,0.7
"1536","evidence",136,1,0.7
"1537","regardless",137,1,0.7
"1538","of",138,1,0.7
"1539","experimental",139,1,0.7
"1540","conditions,",140,1,0.7
"1541","'maxing",141,1,0.7
"1542","out'",142,1,0.7
"1543","Likert",143,1,0.7
"1544","response",144,1,0.7
"1545","scales",145,1,0.7
"1546","and",146,1,0.7
"1547","leaving",147,1,0.7
"1548","us",148,1,0.7
"1549","unable",149,1,0.7
"1550","to",150,1,0.7
"1551","tell",151,1,0.7
"1552","if",152,1,0.7
"1553","the",153,1,0.7
"1554","conditions",154,1,0.7
"1555","had",155,1,0.7
"1556","any",156,1,0.7
"1557","effect.",157,1,0.7
"1558","While",158,1,0.7
"1559","this",159,1,0.7
"1560","study",160,1,0.7
"1561","indicated",161,1,0.7
"1562","that",162,1,0.7
"1563","individuals",163,1,0.7
"1564","overall",164,1,0.7
"1565","found",165,1,0.7
"1566","the",166,1,0.7
"1567","testimony",167,1,0.7
"1568","to",168,1,0.7
"1569","be",169,1,0.7
"1570","reliable,",170,1,0.7
"1571","credible,",171,1,0.7
"1572","and",172,1,0.7
"1573","scientific,",173,1,0.7
"1574","it",174,1,0.7
"1575","did",175,1,0.7
"1576","not",176,1,0.7
"1577","readily",177,1,0.7
"1578","provide",178,1,0.7
"1579","information",179,1,0.7
"1580","about",180,1.14,0.7
"1581","our",181,0.94,0.7
"1582","question",182,0.74,0.7
"1583","of",183,0.54,0.7
"1584","interest.",184,0.34,0.7
"1585","Additional",185,0,0.7
"1586","data",186,0,0.7
"1587","from",187,0,0.7
"1588","this",188,0,0.7
"1589","study",189,0,0.7
"1590","was",190,0,0.7
"1591","found",191,0,0.7
"1592","in",192,0,0.7
"1593","the",193,0,0.7
"1594","participants'",194,0,0.7
"1595","note",195,0,0.7
"1596","pads.",196,0,0.7
"1597","Through",197,0,0.7
"1598","cleaning",198,0,0.7
"1599","sequential",199,0,0.7
"1600","notes",200,0,0.7
"1601","and",201,0,0.7
"1602","designing",202,0,0.7
"1603","a",203,0,0.7
"1604","method",204,0,0.7
"1605","for",205,0,0.7
"1606","highlighting",206,0,0.7
"1607","study",207,0,0.7
"1608","transcripts",208,0,0.7
"1609","according",209,0,0.7
"1610","to",210,0,0.7
"1611","the",211,0,0.7
"1612","frequency",212,0,0.7
"1613","of",213,0,0.7
"1614","collocations",214,0,0.7
"1615","in",215,0,0.7
"1616","participant",216,0,0.7
"1617","notes,",217,0,0.7
"1618","we",218,0,0.7
"1619","can",219,0,0.7
"1620","determine",220,0,0.7
"1621","which",221,0,0.7
"1622","portions",222,0,0.7
"1623","of",223,0,0.7
"1624","testimony",224,0,0.7
"1625","participants",225,0,0.7
"1626","found",226,0,0.7
"1627","'noteworthy'.",227,0,0.7
"1628","We",228,0,0.7
"1629","also",229,0,0.7
"1630","conducted",230,0.144827586206897,0.7
"1631","a",231,0.344827586206897,0.7
"1632","study",232,0.489655172413793,0.7
"1633","on",233,0.489655172413793,0.7
"1634","response",234,0.489655172413793,0.7
"1635","types",235,0.344827586206897,0.7
"1636","to",236,0.501077586206897,0.7
"1637","determine",237,0.55625,0.7
"1638","the",238,0.75625,0.7
"1639","consistency",239,0.95625,0.7
"1640","of",240,1.15625,0.7
"1641","participant",241,1,0.7
"1642","responses",242,1,0.7
"1643","across",243,1,0.7
"1644","response",244,1,0.7
"1645","types,",245,1,0.7
"1646","compare",246,1,0.7
"1647","a",247,1,0.7
"1648","variety",248,1,0.7
"1649","of",249,1,0.7
"1650","response",250,1,0.7
"1651","types,",251,1,0.7
"1652","and",252,1,0.7
"1653","determine",253,1,0.7
"1654","which",254,1,0.7
"1655","response",255,1,0.7
"1656","type",256,1,0.7
"1657","may",257,1,0.7
"1658","be",258,1,0.7
"1659","appropriately",259,1,0.7
"1660","calibrated",260,1,0.7
"1661","for",261,1,0.7
"1662","addressing",262,1,0.7
"1663","the",263,1,0.7
"1664","initial",264,1,0.7
"1665","research",265,1,0.7
"1666","question",266,1,0.7
"1667","of",267,1,0.7
"1668","jury",268,1,0.7
"1669","perception",269,1,0.7
"1670","of",270,1,0.7
"1671","algorithms",271,1.2312292358804,0.7
"1672","and",272,1.0312292358804,0.7
"1673","demonstrative",273,0.831229235880399,0.7
"1674","evidence.",274,0.631229235880399,0.7
"1675","The",275,0.779377384028547,0.7
"1676","response",276,0.548148148148148,0.7
"1677","types",277,0.748148148148148,0.7
"1678","used",278,0.948148148148148,0.7
"1679","in",279,1.14814814814815,0.7
"1680","this",280,1,0.7
"1681","investigation",281,1,0.7
"1682","include",282,1,0.7
"1683","the",283,1,0.7
"1684","participant's",284,1,0.7
"1685","interpretation",285,1,0.7
"1686","of",286,1.62074074074074,0.7
"1687","the",287,1.62074074074074,0.7
"1688","strength",288,1.62074074074074,0.7
"1689","of",289,1.62074074074074,0.7
"1690","evidence",290,1.62074074074074,0.7
"1691","(Likert",291,1,0.7
"1692","scale),",292,1,0.7
"1693","conviction",293,1,0.7
"1694","decision",294,1,0.7
"1695","(binary),",295,1,0.7
"1696","opinion",296,1,0.7
"1697","of",297,1,0.7
"1698","guilt",298,1,0.7
"1699","(binary),",299,1,0.7
"1700","willingness",300,1,0.7
"1701","to",301,1,0.7
"1702","bet",302,1,0.7
"1703","on",303,1,0.7
"1704","their",304,1,0.7
"1705","opinion",305,1,0.7
"1706","of",306,1,0.7
"1707","guilt",307,1,0.7
"1708","(numeric),",308,1,0.7
"1709","probability",309,1,0.7
"1710","of",310,1,0.7
"1711","guilt",311,1,0.7
"1712","(numeric),",312,1,0.7
"1713","and",313,1,0.7
"1714","chance",314,1,0.7
"1715","of",315,1,0.7
"1716","guilt",316,1,0.7
"1717","/innocence",317,1,0.7
"1718","(numeric",318,0.8,0.7
"1719","or",319,0.6,0.7
"1720","multiple",320,0.4,0.7
"1721","choice).",321,0.2,0.7
"1722","The",322,0,0.7
"1723","note",323,0,0.7
"1724","cleaning,",324,0,0.7
"1725","text",325,0,0.7
"1726","analysis,",326,0,0.7
"1727","and",327,0,0.7
"1728","testimony",328,0,0.7
"1729","tools",329,0,0.7
"1730","we",330,0,0.7
"1731","developed",331,0,0.7
"1732","throughout",332,0,0.7
"1733","this",333,0,0.7
"1734","series",334,0,0.7
"1735","of",335,0,0.7
"1736","experiments",336,0,0.7
"1737","will",337,0,0.7
"1738","benefit",338,0,0.7
"1739","our",339,0,0.7
"1740","future",340,0,0.7
"1741","research",341,0,0.7
"1742","in",342,0,0.7
"1743","jury",343,0,0.7
"1744","perception,",344,0,0.7
"1745","as",345,0,0.7
"1746","well",346,0,0.7
"1747","as",347,0,0.7
"1748","future",348,0,0.7
"1749","transcript",349,0,0.7
"1750","studies.",350,0,0.7
"1751","Subjective",1,2,0.75
"1752","pattern",2,2,0.75
"1753","comparison",3,2,0.75
"1754","has",4,2,0.75
"1755","been",5,2,0.75
"1756","subject",6,2,0.75
"1757","to",7,2,0.75
"1758","increased",8,2,0.75
"1759","scrutiny",9,2,0.75
"1760","by",10,2,0.75
"1761","the",11,2,0.75
"1762","courts",12,2,0.75
"1763","and",13,2,0.75
"1764","by",14,2,0.75
"1765","the",15,2,0.75
"1766","general",16,2,0.75
"1767","public,",17,2,0.75
"1768","resulting",18,2,0.75
"1769","in",19,2.63960113960114,0.75
"1770","an",20,2.63960113960114,0.75
"1771","increased",21,2.63960113960114,0.75
"1772","interest",22,2.63960113960114,0.75
"1773","in",23,2.63960113960114,0.75
"1774","pattern",24,2,0.75
"1775","comparison",25,2,0.75
"1776","algorithms",26,2,0.75
"1777","that",27,2,0.75
"1778","provide",28,2,0.75
"1779","quantitative",29,2,0.75
"1780","assessments",30,2,0.75
"1781","of",31,2,0.75
"1782","similarity",32,2,0.75
"1783","for",33,2,0.75
"1784","use",34,1.95483870967742,0.75
"1785","by",35,1.75483870967742,0.75
"1786","forensic",36,1.55483870967742,0.75
"1787","scientists.",37,1.35483870967742,0.75
"1788","While",38,1.15483870967742,0.75
"1789","these",39,1,0.75
"1790","algorithms",40,1,0.75
"1791","would",41,1,0.75
"1792","mark",42,1,0.75
"1793","an",43,1,0.75
"1794","improvement",44,1,0.75
"1795","over",45,1,0.75
"1796","current",46,1,0.75
"1797","subjective",47,1,0.75
"1798","comparison",48,1,0.75
