"","words","word_num","Freq","ngram"
"1064","by",14,2,5
"1065","the",15,2,5
"1066","general",16,2,5
"1067","public,",17,2,5
"1068","resulting",18,2,5
"1069","in",19,2.63352706552707,5
"1070","an",20,2.63352706552707,5
"1071","increased",21,2.63352706552707,5
"1072","interest",22,2.63352706552707,5
"1073","in",23,2.63352706552707,5
"1074","pattern",24,2,5
"1075","comparison",25,2,5
"1076","algorithms",26,2,5
"1077","that",27,2,5
"1078","provide",28,2,5
"1079","quantitative",29,2,5
"1080","assessments",30,2,5
"1081","of",31,2,5
"1082","similarity",32,2,5
"1083","for",33,2,5
"1084","use",34,1.95333333333333,5
"1085","by",35,1.75333333333333,5
"1086","forensic",36,1.55333333333333,5
"1087","scientists.",37,1.35333333333333,5
"1088","While",38,1.15333333333333,5
"1089","these",39,1,5
"1090","algorithms",40,1,5
"1091","would",41,1,5
"1092","mark",42,1,5
"1093","an",43,1,5
"1094","improvement",44,1,5
"1095","over",45,1,5
"1096","current",46,1,5
"1097","subjective",47,1,5
"1098","comparison",48,1,5
"1099","methods,",49,1,5
"1100","individuals",50,1,5
"1101","without",51,1,5
"1102","a",52,1,5
"1103","statistical",53,1,5
"1104","background",54,1,5
"1105","may",55,1,5
"1106","struggle",56,1,5
"1107","with",57,1,5
"1108","the",58,1,5
"1109","statistical",59,1,5
"1110","concepts",60,1,5
"1111","and",61,1,5
"1112","language",62,1,5
"1113","necessary",63,1,5
"1114","for",64,1,5
"1115","describing",65,1,5
"1116","algorithmic",66,1,5
"1117","methods.",67,1,5
"1118","If",68,1.2,5
"1119","algorithms",69,1.4,5
"1120","are",70,1.6,5
"1121","to",71,1.8,5
"1122","be",72,2,5
"1123","used,",73,2,5
"1124","examiners",74,2,5
"1125","must",75,2,5
"1126","be",76,2,5
"1127","able",77,2,5
"1128","to",78,2,5
"1129","testify",79,2,5
"1130","about",80,2,5
"1131","their",81,2,5
"1132","use",82,2,5
"1133","in",83,2,5
"1134","a",84,2,5
"1135","way",85,2,5
"1136","that",86,2,5
"1137","is",87,2,5
"1138","accessible",88,1.97272727272727,5
"1139","to",89,1.77272727272727,5
"1140","the",90,1.57272727272727,5
"1141","jury.",91,1.37272727272727,5
"1142","In",92,1.37272727272727,5
"1143","a",93,1.4,5
"1144","series",94,1.6,5
"1145","of",95,1.78,5
"1146","studies,",96,1.58,5
"1147","we",97,1.18,5
"1148","conduct",98,0.78,5
"1149","an",99,0.6675,5
"1150","assessment",100,0.6875,5
"1151","of",101,1.0875,5
"1152","language",102,1.4875,5
"1153","and",103,1.8875,5
"1154","supporting",104,2,5
"1155","visual",105,2,5
"1156","aids",106,2,5
"1157","which",107,2,5
"1158","might",108,2,5
"1159","be",109,2,5
"1160","used",110,2,5
"1161","to",111,2,5
"1162","explain",112,2,5
"1163","bullet",113,1.9741935483871,5
"1164","matching",114,1.5741935483871,5
"1165","algorithms.",115,1.1741935483871,5
"1166","In",116,0.774193548387097,5
"1167","the",117,0.374193548387097,5
"1168","initial",118,0,5
"1169","study,",119,0,5
"1170","we",120,0,5
"1171","encountered",121,0,5
"1172","a",122,0.15,5
"1173","response",123,0.15,5
"1174","type",124,0.15,5
"1175","calibration",125,0.15,5
"1176","issue",126,0.290540540540541,5
"1177","-",127,NA,5
"1178","individuals",128,0.340540540540541,5
"1179","thought",129,0.540540540540541,5
"1180","highly",130,0.740540540540541,5
"1181","of",131,0.94054054054054,5
"1182","the",132,1,5
"1183","forensic",133,1,5
"1184","witness",134,1,5
"1185","and",135,1,5
"1186","evidence",136,1,5
"1187","regardless",137,1,5
"1188","of",138,1,5
"1189","experimental",139,1,5
"1190","conditions,",140,1,5
"1191","'maxing",141,1,5
"1192","out'",142,1,5
"1193","Likert",143,1,5
"1194","response",144,1,5
"1195","scales",145,1,5
"1196","and",146,1,5
"1197","leaving",147,1,5
"1198","us",148,1,5
"1199","unable",149,1,5
"1200","to",150,1,5
"1201","tell",151,1,5
"1202","if",152,1,5
"1203","the",153,1,5
"1204","conditions",154,1,5
"1205","had",155,1,5
"1206","any",156,1,5
"1207","effect.",157,1,5
"1208","While",158,1,5
"1209","this",159,1,5
"1210","study",160,1,5
"1211","indicated",161,1,5
"1212","that",162,1,5
"1213","individuals",163,1,5
"1214","overall",164,1,5
"1215","found",165,1,5
"1216","the",166,1,5
"1217","testimony",167,1,5
"1218","to",168,1,5
"1219","be",169,1,5
"1220","reliable,",170,1,5
"1221","credible,",171,1,5
"1222","and",172,1,5
"1223","scientific,",173,1,5
"1224","it",174,1,5
"1225","did",175,1,5
"1226","not",176,1,5
"1227","readily",177,1,5
"1228","provide",178,1,5
"1229","information",179,1,5
"1230","about",180,1,5
"1231","our",181,0.8,5
"1232","question",182,0.6,5
"1233","of",183,0.4,5
"1234","interest.",184,0.2,5
"1235","Additional",185,0,5
"1236","data",186,0,5
"1237","from",187,0,5
"1238","this",188,0,5
"1239","study",189,0,5
"1240","was",190,0,5
"1241","found",191,0,5
"1242","in",192,0,5
"1243","the",193,0,5
"1244","participants'",194,0,5
"1245","note",195,0,5
"1246","pads.",196,0,5
"1247","Through",197,0,5
"1248","cleaning",198,0,5
"1249","sequential",199,0,5
"1250","notes",200,0,5
"1251","and",201,0,5
"1252","designing",202,0,5
"1253","a",203,0,5
"1254","method",204,0,5
"1255","for",205,0,5
"1256","highlighting",206,0,5
"1257","study",207,0,5
"1258","transcripts",208,0,5
"1259","according",209,0,5
"1260","to",210,0,5
"1261","the",211,0,5
"1262","frequency",212,0,5
"1263","of",213,0,5
"1264","collocations",214,0,5
"1265","in",215,0,5
"1266","participant",216,0,5
"1267","notes,",217,0,5
"1268","we",218,0,5
"1269","can",219,0,5
"1270","determine",220,0,5
"1271","which",221,0,5
"1272","portions",222,0,5
"1273","of",223,0,5
"1274","testimony",224,0,5
"1275","participants",225,0,5
"1276","found",226,0,5
"1277","'noteworthy'.",227,0,5
"1278","We",228,0,5
"1279","also",229,0,5
"1280","conducted",230,0,5
"1281","a",231,0.2,5
"1282","study",232,0.342857142857143,5
"1283","on",233,0.342857142857143,5
"1284","response",234,0.342857142857143,5
"1285","types",235,0.342857142857143,5
"1286","to",236,0.497695852534562,5
"1287","determine",237,0.554838709677419,5
"1288","the",238,0.754838709677419,5
"1289","consistency",239,0.954838709677419,5
"1290","of",240,1.15483870967742,5
"1291","participant",241,1,5
"1292","responses",242,1,5
"1293","across",243,1,5
"1294","response",244,1,5
"1295","types,",245,1,5
"1296","compare",246,1,5
"1297","a",247,1,5
"1298","variety",248,1,5
"1299","of",249,1,5
"1300","response",250,1,5
"1301","types,",251,1,5
"1302","and",252,1,5
"1303","determine",253,1,5
"1304","which",254,1,5
"1305","response",255,1,5
"1306","type",256,1,5
"1307","may",257,1,5
"1308","be",258,1,5
"1309","appropriately",259,1,5
"1310","calibrated",260,1,5
"1311","for",261,1,5
"1312","addressing",262,1,5
"1313","the",263,1,5
"1314","initial",264,1,5
"1315","research",265,1,5
"1316","question",266,1,5
"1317","of",267,1,5
"1318","jury",268,1,5
"1319","perception",269,1,5
"1320","of",270,1,5
"1321","algorithms",271,0.941666666666667,5
"1322","and",272,0.741666666666667,5
"1323","demonstrative",273,0.541666666666667,5
"1324","evidence.",274,0.341666666666667,5
"1325","The",275,0.482407407407407,5
"1326","response",276,0.540740740740741,5
"1327","types",277,0.740740740740741,5
"1328","used",278,0.940740740740741,5
"1329","in",279,1.14074074074074,5
"1330","this",280,1,5
"1331","investigation",281,1,5
"1332","include",282,1,5
"1333","the",283,1,5
"1334","participant's",284,1,5
"1335","interpretation",285,1,5
"1336","of",286,1.61405835543767,5
"1337","the",287,1.61405835543767,5
"1338","strength",288,1.61405835543767,5
"1339","of",289,1.61405835543767,5
"1340","evidence",290,1.61405835543767,5
"1341","(Likert",291,1,5
"1342","scale),",292,1,5
"1343","conviction",293,1,5
"1344","decision",294,1,5
"1345","(binary),",295,1,5
"1346","opinion",296,1,5
"1347","of",297,1,5
"1348","guilt",298,1,5
"1349","(binary),",299,1,5
"1350","willingness",300,1,5
"1351","to",301,1,5
"1352","bet",302,1,5
"1353","on",303,1,5
"1354","their",304,1,5
"1355","opinion",305,1,5
"1356","of",306,1,5
"1357","guilt",307,1,5
"1358","(numeric),",308,1,5
"1359","probability",309,1,5
"1360","of",310,1,5
"1361","guilt",311,1,5
"1362","(numeric),",312,1,5
"1363","and",313,1,5
"1364","chance",314,1,5
"1365","of",315,1,5
"1366","guilt",316,1,5
"1367","/innocence",317,1,5
"1368","(numeric",318,0.8,5
"1369","or",319,0.6,5
"1370","multiple",320,0.4,5
"1371","choice).",321,0.2,5
"1372","The",322,0,5
"1373","note",323,0,5
"1374","cleaning,",324,0,5
"1375","text",325,0,5
"1376","analysis,",326,0,5
"1377","and",327,0,5
"1378","testimony",328,0,5
"1379","tools",329,0,5
"1380","we",330,0,5
"1381","developed",331,0,5
"1382","throughout",332,0,5
"1383","this",333,0,5
"1384","series",334,0,5
"1385","of",335,0,5
"1386","experiments",336,0,5
"1387","will",337,0,5
"1388","benefit",338,0,5
"1389","our",339,0,5
"1390","future",340,0,5
"1391","research",341,0,5
"1392","in",342,0,5
"1393","jury",343,0,5
"1394","perception,",344,0,5
"1395","as",345,0,5
"1396","well",346,0,5
"1397","as",347,0,5
"1398","future",348,0,5
"1399","transcript",349,0,5
"1400","studies.",350,0,5
"1401","Subjective",1,2,6
"1402","pattern",2,2,6
"1403","comparison",3,2,6
"1404","has",4,2,6
"1405","been",5,2,6
"1406","subject",6,2,6
"1407","to",7,2,6
"1408","increased",8,2,6
"1409","scrutiny",9,2,6
"1410","by",10,2,6
"1411","the",11,2,6
"1412","courts",12,2,6
"1413","and",13,2,6
"1414","by",14,2,6
"1415","the",15,2,6
"1416","general",16,2,6
"1417","public,",17,2,6
"1418","resulting",18,2,6
"1419","in",19,2.62697435897436,6
"1420","an",20,2.62697435897436,6
"1421","increased",21,2.62697435897436,6
"1422","interest",22,2.62697435897436,6
"1423","in",23,2.62697435897436,6
"1424","pattern",24,2,6
"1425","comparison",25,2,6
"1426","algorithms",26,2,6
"1427","that",27,2,6
"1428","provide",28,2,6
"1429","quantitative",29,2,6
"1430","assessments",30,2,6
"1431","of",31,2,6
"1432","similarity",32,2,6
"1433","for",33,2,6
"1434","use",34,1.95172413793103,6
"1435","by",35,1.75172413793103,6
"1436","forensic",36,1.55172413793103,6
"1437","scientists.",37,1.35172413793103,6
"1438","While",38,1.15172413793103,6
"1439","these",39,1,6
"1440","algorithms",40,1,6
"1441","would",41,1,6
"1442","mark",42,1,6
"1443","an",43,1,6
"1444","improvement",44,1,6
"1445","over",45,1,6
"1446","current",46,1,6
"1447","subjective",47,1,6
"1448","comparison",48,1,6
"1449","methods,",49,1,6
"1450","individuals",50,1,6
"1451","without",51,1,6
"1452","a",52,1,6
"1453","statistical",53,1,6
"1454","background",54,1,6
"1455","may",55,1,6
"1456","struggle",56,1,6
"1457","with",57,1,6
"1458","the",58,1,6
"1459","statistical",59,1,6
"1460","concepts",60,1,6
"1461","and",61,1,6
"1462","language",62,1,6
"1463","necessary",63,1,6
"1464","for",64,1,6
"1465","describing",65,1,6
"1466","algorithmic",66,1,6
"1467","methods.",67,1,6
"1468","If",68,1.2,6
"1469","algorithms",69,1.4,6
"1470","are",70,1.6,6
"1471","to",71,1.8,6
"1472","be",72,2,6
"1473","used,",73,2,6
"1474","examiners",74,2,6
"1475","must",75,2,6
"1476","be",76,2,6
"1477","able",77,2,6
"1478","to",78,2,6
"1479","testify",79,2,6
"1480","about",80,2,6
"1481","their",81,2,6
"1482","use",82,2,6
"1483","in",83,2,6
"1484","a",84,2,6
"1485","way",85,2,6
"1486","that",86,2,6
"1487","is",87,2,6
"1488","accessible",88,1.97142857142857,6
"1489","to",89,1.77142857142857,6
"1490","the",90,1.57142857142857,6
"1491","jury.",91,1.37142857142857,6
"1492","In",92,1.37142857142857,6
"1493","a",93,1.4,6
"1494","series",94,1.6,6
"1495","of",95,1.77894736842105,6
"1496","studies,",96,1.57894736842105,6
"1497","we",97,1.17894736842105,6
"1498","conduct",98,0.778947368421053,6
"1499","an",99,0.662818336162988,6
"1500","assessment",100,0.683870967741935,6
"1501","of",101,1.08387096774194,6
"1502","language",102,1.48387096774194,6
"1503","and",103,1.88387096774194,6
"1504","supporting",104,2,6
"1505","visual",105,2,6
"1506","aids",106,2,6
"1507","which",107,2,6
"1508","might",108,2,6
"1509","be",109,2,6
"1510","used",110,2,6
"1511","to",111,2,6
"1512","explain",112,2,6
"1513","bullet",113,1.97333333333333,6
"1514","matching",114,1.57333333333333,6
"1515","algorithms.",115,1.17333333333333,6
"1516","In",116,0.773333333333333,6
"1517","the",117,0.373333333333333,6
"1518","initial",118,0,6
"1519","study,",119,0,6
"1520","we",120,0,6
"1521","encountered",121,0,6
"1522","a",122,0.148387096774194,6
"1523","response",123,0.148387096774194,6
"1524","type",124,0.148387096774194,6
"1525","calibration",125,0.148387096774194,6
"1526","issue",126,0.148387096774194,6
"1527","-",127,NA,6
"1528","individuals",128,0.2,6
"1529","thought",129,0.4,6
"1530","highly",130,0.6,6
"1531","of",131,0.8,6
"1532","the",132,1,6
"1533","forensic",133,1,6
"1534","witness",134,1,6
"1535","and",135,1,6
"1536","evidence",136,1,6
"1537","regardless",137,1,6
"1538","of",138,1,6
"1539","experimental",139,1,6
"1540","conditions,",140,1,6
"1541","'maxing",141,1,6
"1542","out'",142,1,6
"1543","Likert",143,1,6
"1544","response",144,1,6
"1545","scales",145,1,6
"1546","and",146,1,6
"1547","leaving",147,1,6
"1548","us",148,1,6
"1549","unable",149,1,6
"1550","to",150,1,6
"1551","tell",151,1,6
"1552","if",152,1,6
"1553","the",153,1,6
"1554","conditions",154,1,6
"1555","had",155,1,6
"1556","any",156,1,6
"1557","effect.",157,1,6
"1558","While",158,1,6
"1559","this",159,1,6
"1560","study",160,1,6
"1561","indicated",161,1,6
"1562","that",162,1,6
"1563","individuals",163,1,6
"1564","overall",164,1,6
"1565","found",165,1,6
"1566","the",166,1,6
"1567","testimony",167,1,6
"1568","to",168,1,6
"1569","be",169,1,6
"1570","reliable,",170,1,6
"1571","credible,",171,1,6
"1572","and",172,1,6
"1573","scientific,",173,1,6
"1574","it",174,1,6
"1575","did",175,1,6
"1576","not",176,1,6
"1577","readily",177,1,6
"1578","provide",178,1,6
"1579","information",179,1,6
"1580","about",180,1,6
"1581","our",181,0.8,6
"1582","question",182,0.6,6
"1583","of",183,0.4,6
"1584","interest.",184,0.2,6
"1585","Additional",185,0,6
"1586","data",186,0,6
"1587","from",187,0,6
"1588","this",188,0,6
"1589","study",189,0,6
"1590","was",190,0,6
"1591","found",191,0,6
"1592","in",192,0,6
"1593","the",193,0,6
"1594","participants'",194,0,6
"1595","note",195,0,6
"1596","pads.",196,0,6
"1597","Through",197,0,6
"1598","cleaning",198,0,6
"1599","sequential",199,0,6
"1600","notes",200,0,6
"1601","and",201,0,6
"1602","designing",202,0,6
"1603","a",203,0,6
"1604","method",204,0,6
"1605","for",205,0,6
"1606","highlighting",206,0,6
"1607","study",207,0,6
"1608","transcripts",208,0,6
"1609","according",209,0,6
"1610","to",210,0,6
"1611","the",211,0,6
"1612","frequency",212,0,6
"1613","of",213,0,6
"1614","collocations",214,0,6
"1615","in",215,0,6
"1616","participant",216,0,6
"1617","notes,",217,0,6
"1618","we",218,0,6
"1619","can",219,0,6
"1620","determine",220,0,6
"1621","which",221,0,6
"1622","portions",222,0,6
"1623","of",223,0,6
"1624","testimony",224,0,6
"1625","participants",225,0,6
"1626","found",226,0,6
"1627","'noteworthy'.",227,0,6
"1628","We",228,0,6
"1629","also",229,0,6
"1630","conducted",230,0,6
"1631","a",231,0.2,6
"1632","study",232,0.340740740740741,6
"1633","on",233,0.340740740740741,6
"1634","response",234,0.340740740740741,6
"1635","types",235,0.340740740740741,6
"1636","to",236,0.494074074074074,6
"1637","determine",237,0.553333333333333,6
"1638","the",238,0.753333333333333,6
"1639","consistency",239,0.953333333333333,6
"1640","of",240,1.15333333333333,6
"1641","participant",241,1,6
"1642","responses",242,1,6
"1643","across",243,1,6
"1644","response",244,1,6
"1645","types,",245,1,6
"1646","compare",246,1,6
"1647","a",247,1,6
"1648","variety",248,1,6
"1649","of",249,1,6
"1650","response",250,1,6
"1651","types,",251,1,6
"1652","and",252,1,6
"1653","determine",253,1,6
"1654","which",254,1,6
"1655","response",255,1,6
"1656","type",256,1,6
"1657","may",257,1,6
"1658","be",258,1,6
"1659","appropriately",259,1,6
"1660","calibrated",260,1,6
"1661","for",261,1,6
"1662","addressing",262,1,6
"1663","the",263,1,6
"1664","initial",264,1,6
"1665","research",265,1,6
"1666","question",266,1,6
"1667","of",267,1,6
"1668","jury",268,1,6
"1669","perception",269,1,6
"1670","of",270,1,6
"1671","algorithms",271,0.940425531914894,6
"1672","and",272,0.740425531914894,6
"1673","demonstrative",273,0.540425531914894,6
"1674","evidence.",274,0.340425531914894,6
"1675","The",275,0.340425531914894,6
"1676","response",276,0.4,6
"1677","types",277,0.6,6
"1678","used",278,0.8,6
"1679","in",279,1,6
"1680","this",280,1,6
"1681","investigation",281,1,6
"1682","include",282,1,6
"1683","the",283,1,6
"1684","participant's",284,1,6
"1685","interpretation",285,1,6
"1686","of",286,1.60685714285714,6
"1687","the",287,1.60685714285714,6
"1688","strength",288,1.60685714285714,6
"1689","of",289,1.60685714285714,6
"1690","evidence",290,1.60685714285714,6
"1691","(Likert",291,1,6
"1692","scale),",292,1,6
"1693","conviction",293,1,6
"1694","decision",294,1,6
"1695","(binary),",295,1,6
"1696","opinion",296,1,6
"1697","of",297,1,6
"1698","guilt",298,1,6
"1699","(binary),",299,1,6
"1700","willingness",300,1,6
"1701","to",301,1,6
"1702","bet",302,1,6
"1703","on",303,1,6
"1704","their",304,1,6
"1705","opinion",305,1,6
"1706","of",306,1,6
"1707","guilt",307,1,6
"1708","(numeric),",308,1,6
"1709","probability",309,1,6
"1710","of",310,1,6
"1711","guilt",311,1,6
"1712","(numeric),",312,1,6
"1713","and",313,1,6
"1714","chance",314,1,6
"1715","of",315,1,6
"1716","guilt",316,1,6
"1717","/innocence",317,1,6
"1718","(numeric",318,0.8,6
"1719","or",319,0.6,6
"1720","multiple",320,0.4,6
"1721","choice).",321,0.2,6
"1722","The",322,0,6
"1723","note",323,0,6
"1724","cleaning,",324,0,6
"1725","text",325,0,6
"1726","analysis,",326,0,6
"1727","and",327,0,6
"1728","testimony",328,0,6
"1729","tools",329,0,6
"1730","we",330,0,6
"1731","developed",331,0,6
"1732","throughout",332,0,6
"1733","this",333,0,6
"1734","series",334,0,6
"1735","of",335,0,6
"1736","experiments",336,0,6
"1737","will",337,0,6
"1738","benefit",338,0,6
"1739","our",339,0,6
"1740","future",340,0,6
"1741","research",341,0,6
"1742","in",342,0,6
"1743","jury",343,0,6
"1744","perception,",344,0,6
"1745","as",345,0,6
"1746","well",346,0,6
"1747","as",347,0,6
"1748","future",348,0,6
"1749","transcript",349,0,6
"1750","studies.",350,0,6
"1751","Subjective",1,2,7
"1752","pattern",2,2,7
"1753","comparison",3,2,7
"1754","has",4,2,7
"1755","been",5,2,7
"1756","subject",6,2,7
"1757","to",7,2,7
"1758","increased",8,2,7
"1759","scrutiny",9,2,7
"1760","by",10,2,7
"1761","the",11,2,7
"1762","courts",12,2,7
"1763","and",13,2,7
"1764","by",14,2,7
"1765","the",15,2,7
"1766","general",16,2,7
"1767","public,",17,2,7
"1768","resulting",18,2,7
"1769","in",19,2.61988405797101,7
"1770","an",20,2.61988405797101,7
"1771","increased",21,2.61988405797101,7
"1772","interest",22,2.61988405797101,7
"1773","in",23,2.61988405797101,7
"1774","pattern",24,2,7
"1775","comparison",25,2,7
"1776","algorithms",26,2,7
"1777","that",27,2,7
"1778","provide",28,2,7
"1779","quantitative",29,2,7
"1780","assessments",30,2,7
"1781","of",31,2,7
"1782","similarity",32,2,7
"1783","for",33,2,7
"1784","use",34,1.95,7
"1785","by",35,1.75,7
"1786","forensic",36,1.55,7
"1787","scientists.",37,1.35,7
"1788","While",38,1.15,7
"1789","these",39,1,7
"1790","algorithms",40,1,7
"1791","would",41,1,7
"1792","mark",42,1,7
"1793","an",43,1,7
"1794","improvement",44,1,7
"1795","over",45,1,7
"1796","current",46,1,7
"1797","subjective",47,1,7
"1798","comparison",48,1,7
"1799","methods,",49,1,7
"1800","individuals",50,1,7
"1801","without",51,1,7
"1802","a",52,1,7
"1803","statistical",53,1,7
"1804","background",54,1,7
"1805","may",55,1,7
"1806","struggle",56,1,7
"1807","with",57,1,7
"1808","the",58,1,7
"1809","statistical",59,1,7
"1810","concepts",60,1,7
"1811","and",61,1,7
"1812","language",62,1,7
"1813","necessary",63,1,7
"1814","for",64,1,7
"1815","describing",65,1,7
"1816","algorithmic",66,1,7
"1817","methods.",67,1,7
"1818","If",68,1.2,7
"1819","algorithms",69,1.4,7
"1820","are",70,1.6,7
"1821","to",71,1.8,7
"1822","be",72,2,7
"1823","used,",73,2,7
"1824","examiners",74,2,7
"1825","must",75,2,7
"1826","be",76,2,7
"1827","able",77,2,7
"1828","to",78,2,7
"1829","testify",79,2,7
"1830","about",80,2,7
"1831","their",81,2,7
"1832","use",82,2,7
"1833","in",83,2,7
"1834","a",84,2,7
"1835","way",85,2,7
"1836","that",86,2,7
"1837","is",87,2,7
"1838","accessible",88,1.97,7
"1839","to",89,1.77,7
"1840","the",90,1.57,7
"1841","jury.",91,1.37,7
"1842","In",92,1.37,7
"1843","a",93,1.4,7
"1844","series",94,1.6,7
"1845","of",95,1.77777777777778,7
"1846","studies,",96,1.57777777777778,7
"1847","we",97,1.17777777777778,7
"1848","conduct",98,0.777777777777778,7
"1849","an",99,0.657777777777778,7
"1850","assessment",100,0.68,7
"1851","of",101,1.08,7
"1852","language",102,1.48,7
"1853","and",103,1.88,7
"1854","supporting",104,2,7
"1855","visual",105,2,7
"1856","aids",106,2,7
"1857","which",107,2,7
"1858","might",108,2,7
"1859","be",109,2,7
"1860","used",110,2,7
"1861","to",111,2,7
"1862","explain",112,2,7
"1863","bullet",113,1.97241379310345,7
"1864","matching",114,1.57241379310345,7
"1865","algorithms.",115,1.17241379310345,7
"1866","In",116,0.772413793103448,7
"1867","the",117,0.372413793103448,7
"1868","initial",118,0,7
"1869","study,",119,0,7
"1870","we",120,0,7
"1871","encountered",121,0,7
"1872","a",122,0.146666666666667,7
"1873","response",123,0.146666666666667,7
"1874","type",124,0.146666666666667,7
"1875","calibration",125,0.146666666666667,7
"1876","issue",126,0.146666666666667,7
"1877","-",127,NA,7
"1878","individuals",128,0.2,7
"1879","thought",129,0.4,7
"1880","highly",130,0.6,7
"1881","of",131,0.8,7
"1882","the",132,1,7
"1883","forensic",133,1,7
"1884","witness",134,1,7
"1885","and",135,1,7
"1886","evidence",136,1,7
"1887","regardless",137,1,7
"1888","of",138,1,7
"1889","experimental",139,1,7
"1890","conditions,",140,1,7
"1891","'maxing",141,1,7
"1892","out'",142,1,7
"1893","Likert",143,1,7
"1894","response",144,1,7
"1895","scales",145,1,7
"1896","and",146,1,7
"1897","leaving",147,1,7
"1898","us",148,1,7
"1899","unable",149,1,7
"1900","to",150,1,7
"1901","tell",151,1,7
"1902","if",152,1,7
"1903","the",153,1,7
"1904","conditions",154,1,7
"1905","had",155,1,7
"1906","any",156,1,7
"1907","effect.",157,1,7
"1908","While",158,1,7
"1909","this",159,1,7
"1910","study",160,1,7
"1911","indicated",161,1,7
"1912","that",162,1,7
"1913","individuals",163,1,7
"1914","overall",164,1,7
"1915","found",165,1,7
"1916","the",166,1,7
"1917","testimony",167,1,7
"1918","to",168,1,7
"1919","be",169,1,7
"1920","reliable,",170,1,7
"1921","credible,",171,1,7
"1922","and",172,1,7
"1923","scientific,",173,1,7
"1924","it",174,1,7
"1925","did",175,1,7
"1926","not",176,1,7
"1927","readily",177,1,7
"1928","provide",178,1,7
"1929","information",179,1,7
"1930","about",180,1,7
"1931","our",181,0.8,7
"1932","question",182,0.6,7
"1933","of",183,0.4,7
"1934","interest.",184,0.2,7
"1935","Additional",185,0,7
"1936","data",186,0,7
"1937","from",187,0,7
"1938","this",188,0,7
"1939","study",189,0,7
"1940","was",190,0,7
"1941","found",191,0,7
"1942","in",192,0,7
"1943","the",193,0,7
"1944","participants'",194,0,7
"1945","note",195,0,7
"1946","pads.",196,0,7
"1947","Through",197,0,7
"1948","cleaning",198,0,7
"1949","sequential",199,0,7
"1950","notes",200,0,7
"1951","and",201,0,7
"1952","designing",202,0,7
"1953","a",203,0,7
"1954","method",204,0,7
"1955","for",205,0,7
"1956","highlighting",206,0,7
"1957","study",207,0,7
"1958","transcripts",208,0,7
"1959","according",209,0,7
"1960","to",210,0,7
"1961","the",211,0,7
"1962","frequency",212,0,7
"1963","of",213,0,7
"1964","collocations",214,0,7
"1965","in",215,0,7
"1966","participant",216,0,7
"1967","notes,",217,0,7
"1968","we",218,0,7
"1969","can",219,0,7
"1970","determine",220,0,7
"1971","which",221,0,7
"1972","portions",222,0,7
"1973","of",223,0,7
"1974","testimony",224,0,7
"1975","participants",225,0,7
"1976","found",226,0,7
"1977","'noteworthy'.",227,0,7
"1978","We",228,0,7
"1979","also",229,0,7
"1980","conducted",230,0,7
"1981","a",231,0.2,7
"1982","study",232,0.2,7
"1983","on",233,0.2,7
"1984","response",234,0.2,7
"1985","types",235,0.2,7
"1986","to",236,0.351724137931034,7
"1987","determine",237,0.551724137931034,7
"1988","the",238,0.751724137931035,7
"1989","consistency",239,0.951724137931034,7
"1990","of",240,1.15172413793103,7
"1991","participant",241,1,7
"1992","responses",242,1,7
"1993","across",243,1,7
"1994","response",244,1,7
"1995","types,",245,1,7
"1996","compare",246,1,7
"1997","a",247,1,7
"1998","variety",248,1,7
"1999","of",249,1,7
"2000","response",250,1,7
"2001","types,",251,1,7
"2002","and",252,1,7
"2003","determine",253,1,7
"2004","which",254,1,7
"2005","response",255,1,7
"2006","type",256,1,7
"2007","may",257,1,7
"2008","be",258,1,7
"2009","appropriately",259,1,7
"2010","calibrated",260,1,7
"2011","for",261,1,7
"2012","addressing",262,1,7
"2013","the",263,1,7
"2014","initial",264,1,7
"2015","research",265,1,7
"2016","question",266,1,7
"2017","of",267,1,7
"2018","jury",268,1,7
"2019","perception",269,1,7
"2020","of",270,1,7
"2021","algorithms",271,0.8,7
"2022","and",272,0.6,7
"2023","demonstrative",273,0.4,7
"2024","evidence.",274,0.2,7
"2025","The",275,0.2,7
"2026","response",276,0.4,7
"2027","types",277,0.6,7
"2028","used",278,0.8,7
"2029","in",279,1,7
"2030","this",280,1,7
"2031","investigation",281,1,7
"2032","include",282,1,7
"2033","the",283,1,7
"2034","participant's",284,1,7
"2035","interpretation",285,1,7
"2036","of",286,1.59907407407407,7
"2037","the",287,1.59907407407407,7
"2038","strength",288,1.59907407407407,7
"2039","of",289,1.59907407407407,7
"2040","evidence",290,1.59907407407407,7
"2041","(Likert",291,1,7
"2042","scale),",292,1,7
"2043","conviction",293,1,7
"2044","decision",294,1,7
"2045","(binary),",295,1,7
"2046","opinion",296,1,7
"2047","of",297,1,7
"2048","guilt",298,1,7
"2049","(binary),",299,1,7
"2050","willingness",300,1,7
"2051","to",301,1,7
"2052","bet",302,1,7
"2053","on",303,1,7
"2054","their",304,1,7
"2055","opinion",305,1,7
"2056","of",306,1,7
"2057","guilt",307,1,7
"2058","(numeric),",308,1,7
"2059","probability",309,1,7
"2060","of",310,1,7
"2061","guilt",311,1,7
"2062","(numeric),",312,1,7
"2063","and",313,1,7
"2064","chance",314,1,7
"2065","of",315,1,7
"2066","guilt",316,1,7
"2067","/innocence",317,1,7
"2068","(numeric",318,0.8,7
"2069","or",319,0.6,7
"2070","multiple",320,0.4,7
"2071","choice).",321,0.2,7
